"index","citations","year","Title"
"6072","292","2016","Hierarchical Question-Image Co-Attention for Visual Question Answering"
"6073","0","2016","Bi-Objective Online Matching and Submodular Allocations"
"6074","49","2016","Dialog-based Language Learning"
"6075","7","2016","Dueling Bandits: Beyond Condorcet Winners to General Tournament Solutions"
"6076","17","2016","Latent Attention For If-Then Program Synthesis"
"6077","191","2016","Deep Exploration via Bootstrapped DQN"
"6078","15","2016","Simple and Efficient Weighted Minwise Hashing"
"6079","60","2016","Swapout: Learning an ensemble of deep architectures"
"6080","55","2016","Stochastic Optimization for Large-scale Optimal Transport"
"6081","12","2016","Finding significant combinations of features in the presence of categorical covariates"
"6082","7","2016","Regret of Queueing Bandits"
"6083","8","2016","Automated scalable segmentation of neurons from multispectral images"
"6084","51","2016","Understanding Probabilistic Sparse Gaussian Process Approximations"
"6085","5","2016","Robust Spectral Detection of Global Structures in the Data by Learning a Regularization"
"6086","28","2016","Proximal Deep Structured Models"
"6087","73","2016","Fairness in Learning: Classic and Contextual Bandits"
"6088","10","2016","Faster Projection-free Convex Optimization over the Spectrahedron"
"6089","36","2016","The Multiscale Laplacian Graph Kernel"
"6090","2","2016","A Bio-inspired Redundant Sensing Architecture"
"6091","8","2016","Large-Scale Price Optimization via Network Flow"
"6092","34","2016","Guided Policy Search via Approximate Mirror Descent"
"6093","17","2016","Coevolutionary Latent Feature Processes for Continuous-Time User-Item Interactions"
"6094","13","2016","Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters"
"6095","7","2016","Average-case hardness of RIP certification"
"6096","2","2016","Unsupervised Learning from Noisy Networks with Applications to Hi-C Data"
"6097","10","2016","Neural Universal Discrete Denoiser"
"6098","13","2016","Dual Space Gradient Descent for Online Learning"
"6099","161","2016","Unsupervised Domain Adaptation with Residual Transfer Networks"
"6100","14","2016","Showing versus doing: Teaching by demonstration"
"6101","11","2016","Doubly Convolutional Neural Networks"
"6102","10","2016","Kronecker Determinantal Point Processes"
"6103","95","2016","Multimodal Residual Learning for Visual QA"
"6104","196","2016","Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings"
"6105","231","2016","Unsupervised Learning for Physical Interaction through Video Prediction"
"6106","0","2016","Exploiting Tradeoffs for Exact Recovery in Heterogeneous Stochastic Block Models"
"6107","47","2016","Proximal Stochastic Methods for Nonsmooth Nonconvex Finite-Sum Optimization"
"6108","18","2016","Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks"
"6109","14","2016","Adaptive Newton Method for Empirical Risk Minimization to Statistical Accuracy"
"6110","12","2016","Supervised learning through the lens of compression"
"6111","5","2016","An equivalence between high dimensional Bayes optimal inference and M-estimation"
"6112","74","2016","Supervised Learning with Tensor Networks"
"6113","76","2016","Universal Correspondence Network"
"6114","12","2016","Stochastic Gradient Richardson-Romberg Markov Chain Monte Carlo"
"6115","4","2016","Unsupervised Risk Estimation Using Only Conditional Independence Structure"
"6116","2","2016","Nearly Isometric Embedding by Relaxation"
"6117","13","2016","Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning"
"6118","5","2016","Fundamental Limits of Budget-Fidelity Trade-off in Label Crowdsourcing"
"6119","7","2016","Iterative Refinement of the Approximate Posterior for Directed Belief Networks"
"6120","2","2016","Optimistic Bandit Convex Optimization"
"6121","10","2016","Probabilistic Linear Multistep Methods"
"6122","2","2016","Optimal spectral transportation with application to music transcription"
"6123","149","2016","Dynamic Network Surgery for Efficient DNNs"
"6124","4","2016","Optimal Tagging with Markov Chain Optimization"
"6125","7","2016","Natural-Parameter Networks: A Class of Probabilistic Neural Networks"
"6126","12","2016","Pairwise Choice Markov Chains"
"6127","3","2016","Structured Matrix Recovery via the Generalized Dantzig Selector"
"6128","9","2016","An ensemble diversity approach to supervised binary hashing"
"6129","54","2016","DeepMath - Deep Sequence Models for Premise Selection"
"6130","3","2016","Mixed vine copulas as joint models of spike counts and local field potentials"
"6131","97","2016","RETAIN: An Interpretable Predictive Model for Healthcare using Reverse Time Attention Mechanism"
"6132","6","2016","Boosting with Abstention"
"6133","5","2016","Estimating the Size of a Large Network and its Communities from a Random Sample"
"6134","8","2016","A Sparse Interactive Model for Matrix Completion with Side Information"
"6135","6","2016","A state-space model of cross-region dynamic connectivity in MEG/EEG"
"6136","220","2016","Unifying Count-Based Exploration and Intrinsic Motivation"
"6137","3","2016","Scaling Factorial Hidden Markov Models: Stochastic Variational Inference without Messages"
"6138","124","2016","Perspective Transformer Nets: Learning Single-View 3D Object Reconstruction without 3D Supervision"
"6139","0","2016","Estimating Nonlinear Neural Response Functions using GP Priors and Kronecker Methods"
"6140","0","2016","Constraints Based Convex Belief Propagation"
"6141","6","2016","Geometric Dirichlet Means Algorithm for topic inference"
"6142","25","2016","Maximization of Approximately Submodular Functions"
"6143","6","2016","A Bandit Framework for Strategic Regression"
"6144","194","2016","Matrix Completion has No Spurious Local Minimum"
"6145","130","2016","Global Optimality of Local Search for Low Rank Matrix Recovery"
"6146","26","2016","Brains on Beats"
"6147","18","2016","A Minimax Approach to Supervised Learning"
"6148","2","2016","Regret Bounds for Non-decomposable Metrics with Missing Labels"
"6149","8","2016","Fast recovery from a union of subspaces"
"6150","16","2016","Bayesian latent structure discovery from multi-neuron recordings"
"6151","52","2016","Mutual information for symmetric rank-one matrix estimation: A proof of the replica formula"
"6152","16","2016","Correlated-PCA: Principal Components' Analysis when Data and Noise are Correlated"
"6153","15","2016","A Communication-Efficient Parallel Algorithm for Decision Tree"
"6154","10","2016","New Liftable Classes for First-Order Probabilistic Inference"
"6155","9","2016","Stochastic Three-Composite Convex Minimization"
"6156","86","2016","Cooperative Inverse Reinforcement Learning"
"6157","6","2016","Threshold Bandits, With and Without Censored Feedback"
"6158","39","2016","Tree-Structured Reinforcement Learning for Sequential Object Localization"
"6159","28","2016","A Probabilistic Framework for Deep Learning"
"6160","11","2016","Adaptive Smoothed Online Multi-Task Learning"
"6161","28","2016","Fast and accurate spike sorting of high-channel count probes with KiloSort"
"6162","13","2016","Improved Regret Bounds for Oracle-Based Adversarial Contextual Bandits"
"6163","6","2016","Computing and maximizing influence in linear threshold and triggering models"
"6164","20","2016","Ancestral Causal Inference"
"6165","55","2016","Deep Learning Models of the Retinal Response to Natural Scenes"
"6166","15","2016","Gaussian Processes for Survival Analysis"
"6167","6","2016","A forward model at Purkinje cell synapses facilitates cerebellar anticipatory control"
"6168","6","2016","Algorithms and matching lower bounds for approximately-convex optimization"
"6169","2","2016","Approximate maximum entropy principles via Goemans-Williamson with applications to provable variational methods"
"6170","5","2016","Leveraging Sparsity for Efficient Submodular Data Summarization"
"6171","2","2016","More Supervision, Less Computation: Statistical-Computational Tradeoffs in Weakly Supervised Learning"
"6172","93","2016","Deep ADMM-Net for Compressive Sensing MRI"
"6173","22","2016","Batched Gaussian Process Bandit Optimization via Determinantal Point Processes"
"6174","2","2016","Learning Parametric Sparse Models for Image Super-Resolution"
"6175","90","2016","Learning feed-forward one-shot learners"
"6176","9","2016","Path-Normalized Optimization of Recurrent Neural Networks with ReLU Activations"
"6177","8","2016","Yggdrasil: An Optimized System for Training Deep Decision Trees at Scale"
"6178","16","2016","Mapping Estimation for Discrete Optimal Transport"
"6179","1","2016","Learning under uncertainty: a comparison between R-W and Bayesian approach"
"6180","1","2016","The Limits of Learning with Missing Data"
"6181","5","2016","Launch and Iterate: Reducing Prediction Churn"
"6182","38","2016","Exponential Family Embeddings"
"6183","13","2016","Discriminative Gaifman Models"
"6184","13","2016","Sampling for Bayesian Program Learning"
"6185","4","2016","Bootstrap Model Aggregation for Distributed Statistical Learning"
"6186","5","2016","Linear Relaxations for Finding Diverse Elements in Metric Spaces"
"6187","5","2016","A scaled Bregman theorem with applications"
"6188","2","2016","On Graph Reconstruction via Empirical Risk Minimization: Fast Learning Rates and Scalability"
"6189","3","2016","Consistent Kernel Mean Estimation for Functions of Random Variables"
"6190","3","2016","Learning from Rational Behavior: Predicting Solutions to Unknown Linear Programs"
"6191","34","2016","Wasserstein Training of Restricted Boltzmann Machines"
"6192","47","2016","Maximal Sparsity with Deep Networks?"
"6193","1","2016","The Product Cut"
"6194","281","2016","f-GAN: Training Generative Neural Samplers using Variational Divergence Minimization"
"6195","2","2016","Sparse Support Recovery with Non-smooth Loss Functions"
"6196","23","2016","Adaptive Neural Compilation"
"6197","211","2016","Hierarchical Deep Reinforcement Learning: Integrating Temporal Abstraction and Intrinsic Motivation"
"6198","8","2016","Maximizing Influence in an Ising Network: A Mean-Field Optimal Solution"
"6199","14","2016","Achieving the KS threshold in the general stochastic block model with linearized acyclic belief propagation"
"6200","19","2016","Stochastic Gradient Methods for Distributionally Robust Optimization with f-divergences"
"6201","5","2016","On the Recursive Teaching Dimension of VC Classes"
"6202","120","2016","Improved Deep Metric Learning with Multi-class N-pair Loss Objective"
"6203","4","2016","Consistent Estimation of Functions of Data Missing Non-Monotonically and Not at Random"
"6204","234","2016","Deep Learning without Poor Local Minima"
"6205","10","2016","Coordinate-wise Power Method"
"6206","3","2016","Can Peripheral Representations Improve Clutter Metrics on Complex Scenes?"
"6207","9","2016","Incremental Variational Sparse Gaussian Process Regression"
"6208","67","2016","The non-convex Burer-Monteiro approach works on smooth semidefinite programs"
"6209","17","2016","Relevant sparse codes with variational information bottleneck"
"6210","2","2016","Density Estimation via Discrepancy Based Adaptive Sequential Partition"
"6211","28","2016","Stochastic Multiple Choice Learning for Training Diverse Deep Ensembles"
"6212","31","2016","Collaborative Recurrent Autoencoder: Recommend while Learning to Fill in the Blanks"
"6213","3","2016","Infinite Hidden Semi-Markov Modulated Interaction Point Process"
"6214","55","2016","Reward Augmented Maximum Likelihood for Neural Structured Prediction"
"6215","25","2016","Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations"
"6216","31","2016","Temporal Regularized Matrix Factorization for High-dimensional Time Series Prediction"
"6217","129","2016","Dynamic Filter Networks"
"6218","15","2016","Online and Differentially-Private Tensor Decomposition"
"6219","11","2016","A Constant-Factor Bi-Criteria Approximation Guarantee for k-means++"
"6220","12","2016","Exact Recovery of Hard Thresholding Pursuit"
"6221","10","2016","Identification and Overidentification of Linear Structural Equation Models"
"6222","26","2016","Learning in Games: Robustness of Fast Convergence"
"6223","17","2016","On Explore-Then-Commit strategies"
"6224","9","2016","Dynamic matrix recovery from incomplete observations under an exact low-rank constraint"
"6225","5","2016","Semiparametric Differential Graph Models"
"6226","79","2016","Single-Image Depth Perception in the Wild"
"6227","4","2016","Learned Region Sparsity and Diversity Also Predicts Visual Attention"
"6228","426","2016","A Theoretically Grounded Application of Dropout in Recurrent Neural Networks"
"6229","18","2016","Optimizing affinity-based binary hashing using auxiliary coordinates"
"6230","5","2016","Active Learning from Imperfect Labelers"
"6231","6","2016","Bayesian optimization under mixed constraints with a slack-variable augmented Lagrangian"
"6232","13","2016","Fast Distributed Submodular Cover: Public-Private Data Summarization"
"6233","11","2016","Truncated Variance Reduction: A Unified Approach to Bayesian Optimization and Level-Set Estimation"
"6234","2","2016","An Efficient Streaming Algorithm for the Submodular Cover Problem"
"6235","672","2016","InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets"
"6236","2","2016","Greedy Feature Construction"
"6237","12","2016","Bayesian Optimization with a Finite Budget: An Approximate Dynamic Programming Approach"
"6238","5","2016","Parameter Learning for Log-supermodular Distributions"
"6239","7","2016","Select-and-Sample for Spike-and-Slab Sparse Coding"
"6240","38","2016","Linear dynamical neural population models through nonlinear embeddings"
"6241","14","2016","Structured Prediction Theory Based on Factor Graph Complexity"
"6242","6","2016","Tractable Operations for Arithmetic Circuits of Probabilistic Models"
"6243","5","2016","Disease Trajectory Maps"
"6244","1","2016","Cooperative Graphical Models"
"6245","13","2016","A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing"
"6246","30","2016","Cyclades: Conflict-free Asynchronous Machine Learning"
"6247","25","2016","Quantum Perceptron Models"
"6248","263","2016","Equality of Opportunity in Supervised Learning"
"6249","18","2016","Tagger: Deep Unsupervised Perceptual Grouping"
"6250","17","2016","Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction"
"6251","299","2016","Generating Videos with Scene Dynamics"
"6252","11","2016","Breaking the Bandwidth Barrier: Geometrical Adaptive Entropy Estimation"
"6253","58","2016","Combining Fully Convolutional and Recurrent Neural Networks for 3D Biomedical Image Segmentation"
"6254","6","2016","Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes"
"6255","4","2016","Hardness of Online Sleeping Combinatorial Optimization Problems"
"6256","46","2016","The Generalized Reparameterization Gradient"
"6257","12","2016","CMA-ES with Optimal Covariance Update and Storage Complexity"
"6258","7","2016","Confusions over Time: An Interpretable Bayesian Model to Characterize Trends in Decision Making"
"6259","229","2016","Residual Networks Behave Like Ensembles of Relatively Shallow Networks"
"6260","12","2016","Communication-Optimal Distributed Clustering"
"6261","137","2016","Learning to Poke by Poking: Experiential Learning of Intuitive Physics"
"6262","49","2016","Strategic Attentive Writer for Learning Macro-Actions"
"6263","70","2016","Short-Dot: Computing Large Linear Transforms Distributedly Using Coded Short Dot Products"
"6264","2","2016","Finite-Dimensional BFRY Priors and Variational Bayesian Inference for Power Law Models"
"6265","24","2016","A Unified Approach for Learning the Parameters of Sum-Product Networks"
"6266","2","2016","Improved Error Bounds for Tree Representations of Metric Spaces"
"6267","146","2016","Value Iteration Networks"
"6268","120","2016","Learning What and Where to Draw"
"6269","4","2016","Unified Methods for Exploiting Piecewise Linear Structure in Convex Optimization"
"6270","103","2016","Variational Autoencoder for Deep Learning of Images, Labels and Captions"
"6271","8","2016","Agnostic Estimation for Misspecified Phase Retrieval Models"
"6272","11","2016","Stochastic Structured Prediction under Bandit Feedback"
"6273","74","2016","Towards Conceptual Compression"
"6274","20","2016","Learning a Metric Embedding for Face Recognition using the Multibatch Method"
"6275","11","2016","End-to-End Goal-Driven Web Navigation"
"6276","8","2016","Statistical Inference for Pairwise Graphical Models Using Score Matching"
"6277","2","2016","beta-risk: a New Surrogate Risk for Learning from Weakly Labeled Data"
"6278","13","2016","Deep Alternative Neural Network: Exploring Contexts as Early as Possible for Action Recognition"
"6279","116","2016","Understanding the Effective Receptive Field in Deep Convolutional Neural Networks"
"6280","4","2016","SEBOOST - Boosting Stochastic Learning Using Subspace Optimization Techniques"
"6281","28","2016","Automatic Neuron Detection in Calcium Imaging Data Using Convolutional Networks"
"6282","0","2016","Convex Two-Layer Modeling with Latent Structure"
"6283","20","2016","Theoretical Comparisons of Positive-Unlabeled Learning against Positive-Negative Learning"
"6284","32","2016","Stochastic Variance Reduction Methods for Saddle-Point Problems"
"6285","11","2016","How Deep is the Feature Analysis underlying Rapid Visual Categorization?"
"6286","74","2016","Review Networks for Caption Generation"
"6287","5","2016","Structure-Blind Signal Recovery"
"6288","284","2016","Learning to learn by gradient descent by gradient descent"
"6289","4","2016","Contextual semibandits via supervised learning oracles"
"6290","3","2016","Spectral Learning of Dynamic Systems from Nonequilibrium Data"
"6291","7","2016","Computational and Statistical Tradeoffs in Learning to Rank"
"6292","10","2016","Local Minimax Complexity of Stochastic Convex Optimization"
"6293","14","2016","SURGE: Surface Regularized Geometry Estimation from a Single Image"
"6294","7","2016","Robust k-means: a Theoretical Revisit"
"6295","222","2016","Generative Adversarial Imitation Learning"
"6296","3","2016","A Credit Assignment Compiler for Joint Prediction"
"6297","20","2016","Dimension-Free Iteration Complexity of Finite Sum Optimization Problems"
"6298","1","2016","Generative Shape Models: Joint Text Recognition and Segmentation with Very Little Training Data"
"6299","9","2016","Towards Unifying Hamiltonian Monte Carlo and Slice Sampling"
"6300","22","2016","Multiple-Play Bandits in the Position-Based Model"
"6301","6","2016","Learning Infinite RBMs with Frank-Wolfe"
"6302","11","2016","Refined Lower Bounds for Adversarial Bandits"
"6303","6","2016","Learning Tree Structured Potential Games"
"6304","8","2016","PAC Reinforcement Learning with Rich Observations"
"6305","44","2016","Using Fast Weights to Attend to the Recent Past"
"6306","27","2016","Joint Line Segmentation and Transcription for End-to-End Handwritten Paragraph Recognition"
"6307","11","2016","Assortment Optimization Under the Mallows model"
"6308","42","2016","Without-Replacement Sampling for Stochastic Gradient Methods"
"6309","3","2016","An urn model for majority voting in classification ensembles"
"6310","7","2016","Community Detection on Evolving Graphs"
"6311","46","2016","Riemannian SVRG: Fast Stochastic Optimization on Riemannian Manifolds"
"6312","2","2016","Feature selection in functional data classification with recursive maxima hunting"
"6313","5","2016","Learning Bayesian networks with ancestral constraints"
"6314","3","2016","SPALS: Fast Alternating Least Squares via Implicit Leverage Scores Sampling"
"6315","10","2016","Learning brain regions via large-scale online structured sparse dictionary learning"
"6316","34","2016","Sub-sampled Newton Methods with Non-uniform Sampling"
"6317","1","2016","Blind Attacks on Machine Learners"
"6318","9","2016","Joint quantile regression in vector-valued RKHSs"
"6319","31","2016","Local Maxima in the Likelihood of Gaussian Mixture Models: Structural Results and Algorithmic Consequences"
"6320","3","2016","A Probabilistic Model of Social Decision Making based on Reward Maximization"
"6321","4","2016","A posteriori error bounds for joint matrix decomposition problems"
"6322","17","2016","Bayesian optimization for automated model selection"
"6323","9","2016","Fast Mixing Markov Chains for Strongly Rayleigh Measures, DPPs, and Constrained Sampling"
"6324","30","2016","Global Analysis of Expectation Maximization for Mixtures of Two Gaussians"
"6325","36","2016","Fast and Provably Good Seedings for k-Means"
"6326","19","2016","Edge-exchangeable graphs and sparsity"
"6327","32","2016","Memory-Efficient Backpropagation Through Time"
"6328","7","2016","Dual Decomposed Learning with Factorwise Oracle for Structural SVM of Large Output Domain"
"6329","1","2016","Clustering with Bregman Divergences: an Asymptotic Analysis"
"6330","150","2016","Learning to Communicate with Deep Multi-Agent Reinforcement Learning"
"6331","18","2016","Safe Exploration in Finite Markov Decision Processes with Gaussian Processes"
"6332","2","2016","Long-term Causal Effects via Behavioral Game Theory"
"6333","31","2016","Depth from a Single Image by Harmonizing Overcomplete Local Network Predictions"
"6334","0","2016","k*-Nearest Neighbors: From Global to Local"
"6335","14","2016","Bayesian Intermittent Demand Forecasting for Large Inventories"
"6336","11","2016","Privacy Odometers and Filters: Pay-as-you-Go Composition"
"6337","13","2016","Dynamic Mode Decomposition with Reproducing Kernels for Koopman Spectral Analysis"
"6338","7","2016","Scalable Adaptive Stochastic Optimization Using Random Projections"
"6339","9","2016","Online Convex Optimization with Unconstrained Domains and Losses"
"6340","19","2016","Pruning Random Forests for Prediction on a Budget"
"6341","21","2016","Learning Deep Parsimonious Representations"
"6342","76","2016","Learning Deep Embeddings with Histogram Loss"
"6343","18","2016","Combinatorial Multi-Armed Bandit with General Reward Functions"
"6344","4","2016","Learning Influence Functions from Incomplete Observations"
"6345","12","2016","Clustering Signed Networks with the Geometric Mean of Laplacians"
"6346","34","2016","Coresets for Scalable Bayesian Logistic Regression"
"6347","241","2016","Generating Images with Perceptual Similarity Metrics based on Deep Networks"
"6348","7","2016","Normalized Spectral Map Synchronization"
"6349","11","2016","A Bayesian method for reducing bias in neural representational similarity analysis"
"6350","20","2016","A Comprehensive Linear Speedup Analysis for Asynchronous Stochastic Parallel Optimization from Zeroth-Order to First-Order"
"6351","15","2016","A Multi-Batch L-BFGS Method for Machine Learning"
"6352","18","2016","Generating Long-term Trajectories Using Deep Hierarchical Networks"
"6353","314","2016","Coupled Generative Adversarial Networks"
"6354","13","2016","Sublinear Time Orthogonal Tensor Decomposition"
"6355","41","2016","Provable Efficient Online Matrix Completion via Non-convex Stochastic Gradient Descent"
"6356","7","2016","SDP Relaxation with Randomized Rounding for Energy Disaggregation"
"6357","39","2016","Examples are not enough, learn to criticize! Criticism for Interpretability"
"6358","18","2016","NESTT: A Nonconvex Primal-Dual Splitting Method for Distributed and Stochastic Optimization"
"6359","9","2016","Spatio-Temporal Hilbert Maps for Continuous Occupancy Representation in Dynamic Environments"
"6360","28","2016","Satisfying Real-world Goals with Dataset Constraints"
"6361","6","2016","Object based Scene Representations using Fisher Scores of Local Subspace Projections"
"6362","9","2016","Adaptive Concentration Inequalities for Sequential Decision Problems"
"6363","15","2016","Learning Supervised PageRank with Gradient-Based and Gradient-Free Optimization Methods"
"6364","20","2016","MetaGrad: Multiple Learning Rates in Online Learning"
"6365","57","2016","Architectural Complexity Measures of Recurrent Neural Networks"
"6366","8","2016","Solving Marginal MAP Problems with NP Oracles and Parity Constraints"
"6367","197","2016","Image Restoration Using Very Deep Convolutional Encoder-Decoder Networks with Symmetric Skip Connections"
"6368","2","2016","Threshold Learning for Optimal Decision Making"
"6369","14","2016","Structured Sparse Regression via Greedy Hard Thresholding"
"6370","28","2016","Solving Random Systems of Quadratic Equations via Truncated Generalized Gradient Flow"
"6371","26","2016","Optimal Cluster Recovery in the Labeled Stochastic Block Model"
"6372","8","2016","Online Bayesian Moment Matching for Topic Modeling with Unknown Number of Topics"
"6373","12","2016","Fast Active Set Methods for Online Spike Inference from Calcium Imaging"
"6374","23","2016","Incremental Boosting Convolutional Neural Network for Facial Action Unit Recognition"
"6375","15","2016","Linear Contextual Bandits with Knapsacks"
"6376","3","2016","Kernel Bayesian Inference with Posterior Regularization"
"6377","19","2016","Stochastic Online AUC Maximization"
"6378","3","2016","Efficient state-space modularization for planning: theory, behavioral and neural signatures"
"6379","2","2016","Probabilistic Inference with Generating Functions for Poisson Latent Variable Models"
"6380","10","2016","Human Decision-Making under Limited Time"
"6381","44","2016","PerforatedCNNs: Acceleration through Elimination of Redundant Convolutions"
"6382","1","2016","Neurons Equipped with Intrinsic Plasticity Learn Stimulus Intensity Statistics"
"6383","267","2016","Binarized Neural Networks"
"6384","132","2016","Ladder Variational Autoencoders"
"6385","1","2016","Learning HMMs with Nonparametric Emissions via Spectral Decompositions of Continuous Matrices"
"6386","66","2016","Tight Complexity Bounds for Optimizing Composite Objectives"
"6387","22","2016","Learning from Small Sample Sets by Combining Unsupervised Meta-Training with CNNs"
"6388","306","2016","Weight Normalization: A Simple Reparameterization to Accelerate Training of Deep Neural Networks"
"6389","16","2016","High-Rank Matrix Completion and Clustering under Self-Expressive Models"
"6390","6","2016","Tensor Switching Networks"
"6391","7","2016","Linear Feature Encoding for Reinforcement Learning"
"6392","90","2016","MoCap-guided Data Augmentation for 3D Pose Estimation in the Wild"
"6393","4","2016","Minimax Optimal Alternating Minimization for Kernel Nonparametric Tensor Learning"
"6394","0","2016","Large Margin Discriminant Dimensionality Reduction in Prediction Space"
"6395","3","2016","Combinatorial semi-bandit with known covariance"
"6396","18","2016","Learning Sensor Multiplexing Design through Back-propagation"
"6397","140","2016","Synthesizing the preferred inputs for neurons in neural networks via deep generator networks"
"6398","11","2016","Protein contact prediction from amino acid co-evolution using convolutional networks for graph-valued images"
"6399","5","2016","Single Pass PCA of Matrix Products"
"6400","9","2016","Fast and Flexible Monotonic Functions with Ensembles of Lattices"
"6401","13","2016","Noise-Tolerant Life-Long Matrix Completion via Adaptive Sampling"
"6402","6","2016","Joint M-Best-Diverse Labelings as a Parametric Submodular Minimization"
"6403","8","2016","A Non-generative Framework and Convex Relaxations for Unsupervised Learning"
"6404","4","2016","Generalized Correspondence-LDA Models (GC-LDA) for Identifying Functional Regions in the Brain"
"6405","19","2016","Crowdsourced Clustering: Querying Edges vs Triangles"
"6406","5","2016","Efficient Neural Codes under Metabolic Constraints"
"6407","4","2016","Verification Based Solution for Structured MAB Problems"
"6408","12","2016","Optimal Learning for Multi-pass Stochastic Gradient Methods"
"6409","17","2016","Finite-Sample Analysis of Fixed-k Nearest Neighbor Density Functional Estimators"
"6410","7","2016","Fast learning rates with heavy-tailed losses"
"6411","0","2016","Error Analysis of Generalized Nyström Kernel Regression"
"6412","11","2016","Budgeted stream-based active learning via adaptive submodular maximization"
"6413","10","2016","Learning Treewidth-Bounded Bayesian Networks with Thousands of Variables"
"6414","93","2016","Exponential expressivity in deep neural networks through transient chaos"
"6415","73","2016","Robustness of classifiers: from adversarial to random noise"
"6416","8","2016","Adaptive optimal training of animal behavior"
"6417","2","2016","Efficient and Robust Spiking Neural Circuit for Navigation Inspired by Echolocating Bats"
"6418","8","2016","On Robustness of Kernel Clustering"
"6419","24","2016","Estimating the class prior and posterior from noisy positives and unlabeled data"
"6420","50","2016","Convolutional Neural Fabrics"
"6421","24","2016","Learning values across many orders of magnitude"
"6422","37","2016","Deep Neural Networks with Inexact Matching for Person Re-Identification"
"6423","108","2016","Professor Forcing: A New Algorithm for Training Recurrent Networks"
"6424","7","2016","Multi-view Anomaly Detection via Robust Probabilistic Latent Variable Models"
"6425","50","2016","Rényi Divergence Variational Inference"
"6426","13","2016","Globally Optimal Training of Generalized Polynomial Neural Networks with Nonlinear Spectral Methods"
"6427","45","2016","LazySVD: Even Faster SVD Decomposition Yet Without Agonizing Pain"
"6428","186","2016","SoundNet: Learning Sound Representations from Unlabeled Video"
"6429","311","2016","Learning a Probabilistic Latent Space of Object Shapes via 3D Generative-Adversarial Modeling"
"6430","2","2016","A Probabilistic Programming Approach To Probabilistic Data Analysis"
"6431","3","2016","Beyond Exchangeability: The Chinese Voting Process"
"6432","2","2016","Multivariate tests of association based on univariate tests"
"6433","15","2016","DECOrrelated feature space partitioning for distributed sparse regression"
"6434","35","2016","Supervised Word Mover's Distance"
"6435","8","2016","The Multi-fidelity Multi-armed Bandit"
"6436","9","2016","Selective inference for group-sparse linear models"
"6437","8","2016","Stochastic Gradient MCMC with Stale Gradients"
"6438","9","2016","Low-Rank Regression with Tensor Responses"
"6439","24","2016","Completely random measures for modelling block-structured sparse networks"
"6440","3","2016","What Makes Objects Similar: A Unified Multi-Metric Learning Approach"
"6441","326","2016","Learning Structured Sparsity in Deep Neural Networks"
"6442","24","2016","Interpretable Distribution Features with Maximum Testing Power"
"6443","31","2016","Visual Question Answering with Question Representation Update (QRU)"
"6444","76","2016","Learning the Number of Neurons in Deep Networks"
"6445","10","2016","Variational Inference in Mixed Probabilistic Submodular Models"
"6446","20","2016","DISCO Nets : DISsimilarity COefficients Networks"
"6447","6","2016","Interpretable Nonlinear Dynamic Modeling of Neural Trajectories"
"6448","13","2016","The Sound of APALM Clapping: Faster Nonsmooth Nonconvex Optimization with Stochastic Asynchronous PALM"
"6449","9","2016","GAP Safe Screening Rules for Sparse-Group Lasso"
"6450","94","2016","Attend, Infer, Repeat: Fast Scene Understanding with Generative Models"
"6451","3","2016","On Regularizing Rademacher Observation Losses"
"6452","5","2016","Split LBI: An Iterative Regularization Path with Structural Sparsity"
"6453","0","2016","Quantized Random Projections and Non-Linear Estimation of Cosine Similarity"
"6454","8","2016","The Power of Adaptivity in Identifying Statistical Alternatives"
"6455","27","2016","Can Active Memory Replace Attention?"
"6456","10","2016","Search Improves Label for Active Learning"
"6457","398","2016","Matching Networks for One Shot Learning"
"6458","63","2016","FPNN: Field Probing Neural Networks for 3D Data"
"6459","73","2016","On Multiplicative Integration with Recurrent Neural Networks"
"6460","8","2016","On Mixtures of Markov Chains"
"6461","3","2016","Feature-distributed sparse regression: a screen-and-clean approach"
"6462","3","2016","Eliciting Categorical Data for Optimal Aggregation"
"6463","6","2016","Optimal Architectures in a Solvable Model of Deep Networks"
"6464","193","2016","Domain Separation Networks"
"6465","25","2016","Barzilai-Borwein Step Size for Stochastic Gradient Descent"
"6466","7","2016","Tracking the Best Expert in Non-stationary Stochastic Environments"
"6467","6","2016","A Locally Adaptive Normal Distribution"
"6468","6","2016","The Multiple Quantile Graphical Model"
"6469","6","2016","Online Pricing with Strategic and Patient Buyers"
"6470","126","2016","Dual Learning for Machine Translation"
"6471","11","2016","Statistical Inference for Cluster Trees"
"6472","1","2016","Graph Clustering: Block-models and model free results"
"6473","10","2016","Generalization of ERM in Stochastic Convex Optimization: The Dimension Strikes Back"
"6474","247","2016","Improved Variational Inference with Inverse Autoregressive Flow"
