"index","citations","year","Title"
"3340","245","2007","Learning Bounds for Domain Adaptation"
"3341","4","2008","Resolution Limits of Sparse Coding in High Dimensions"
"3342","132","2008","Sparse Convolved Gaussian Processes for Multi-output Regression"
"3343","13","2008","Temporal Difference Based Actor Critic Learning - Convergence and Neural Implementation"
"3344","50","2008","Adapting to a Market Shock: Optimal Sequential Market-Making"
"3345","3","2008","How memory biases affect information transmission: A rational analysis of serial reproduction"
"3346","73","2008","Gates"
"3347","1908","2008","Spectral Hashing"
"3348","50","2008","Robust Kernel Principal Component Analysis"
"3349","54","2008","Bayesian Synchronous Grammar Induction"
"3350","5","2008","Nonparametric sparse hierarchical models describe V1 fMRI responses to natural images"
"3351","162","2008","Asynchronous Distributed Learning of Topic Models"
"3352","60","2008","Characteristic Kernels on Groups and Semigroups"
"3353","10","2008","Bayesian Network Score Approximation using a Metagraph Kernel"
"3354","80","2008","Evaluating probabilities under high-dimensional latent variable models"
"3355","13","2008","An interior-point stochastic approximation method and an L1-regularized delta rule"
"3356","56","2008","Effects of Stimulus Type and of Error-Correcting Code Design on BCI Speller Performance"
"3357","12","2008","Sparsity of SVMs that use the epsilon-insensitive loss"
"3358","7","2008","Performance analysis for L\_2 kernel classification"
"3359","29","2008","Bayesian Experimental Design of Magnetic Resonance Imaging Sequences"
"3360","86","2008","Mind the Duality Gap: Logarithmic regret algorithms for online optimization"
"3361","32","2008","Relative Margin Machines"
"3362","105","2008","Mortal Multi-Armed Bandits"
"3363","89","2008","Learning Transformational Invariants from Natural Movies"
"3364","127","2008","Global Ranking Using Continuous Conditional Random Fields"
"3365","5","2008","A mixture model for the evolution of gene expression in non-homogeneous datasets"
"3366","158","2008","Sequential effects: Superstition or rational behavior?"
"3367","28","2008","Partially Observed Maximum Entropy Discrimination Markov Networks"
"3368","238","2008","Translated Learning: Transfer Learning across Different Feature Spaces"
"3369","0","2008","Stress, noradrenaline, and realistic prediction of mouse behaviour using reinforcement learning"
"3370","15","2008","Estimating the Location and Orientation of Complex, Correlated Neural Activity using MEG"
"3371","8","2008","Grouping Contours Via a Related Image"
"3372","45","2008","Goal-directed decision making in prefrontal cortex: a computational framework"
"3373","25","2008","Relative Performance Guarantees for Approximate Inference in Latent Dirichlet Allocation"
"3374","1","2008","A Convex Upper Bound on the Log-Partition Function for Binary Distributions"
"3375","29","2008","Recursive Segmentation and Recognition Templates for 2D Parsing"
"3376","45","2008","Learning Hybrid Models for Image Annotation with Partially Labeled Data"
"3377","15","2008","Multiscale Random Fields with Application to Contour Grouping"
"3378","27","2008","Stochastic Relational Models for Large-scale Dyadic Data using MCMC"
"3379","146","2008","Nonparametric Bayesian Learning of Switching Linear Dynamical Systems"
"3380","58","2008","Learning Bounded Treewidth Bayesian Networks"
"3381","3","2008","Extracting State Transition Dynamics from Multiple Spike Trains with Correlated Poisson HMM"
"3382","10","2008","MAS: a multiplicative approximation scheme for probabilistic inference"
"3383","159","2008","Robust Regression and Lasso"
"3384","32","2008","Non-parametric Regression Between Manifolds"
"3385","61","2008","Kernel-ARMA for Hand Tracking and Brain-Machine interfacing During 3D Motor Control"
"3386","15","2008","Semi-supervised Learning with Weakly-Related Unlabeled Data : Towards Better Text Categorization"
"3387","179","2008","On the Complexity of Linear Prediction: Risk Bounds, Margin Bounds, and Regularization"
"3388","72","2008","Inferring rankings under constrained sensing"
"3389","41","2008","Supervised Bipartite Graph Inference"
"3390","93","2008","Fast Rates for Regularized Objectives"
"3391","12","2008","Hebbian Learning of Bayes Optimal Decisions"
"3392","11","2008","Generative and Discriminative Learning with Unknown Labeling Bias"
"3393","73","2008","Multi-Level Active Prediction of Useful Image Annotations for Recognition"
"3394","2","2008","Tracking Changing Stimuli in Continuous Attractor Neural Networks"
"3395","82","2008","Large Margin Taxonomy Embedding for Document Categorization"
"3396","39","2008","Hierarchical Semi-Markov Conditional Random Fields for Recursive Sequential Data"
"3397","23","2008","Learning Taxonomies by Dependence Maximization"
"3398","28","2008","The Conjoint Effect of Divisive Normalization and Orientation Selectivity on Redundancy Reduction"
"3399","18","2008","A Transductive Bound for the Voted Classifier with an Application to Semi-supervised Learning"
"3400","170","2008","Unlabeled data: Now it helps, now it doesn't"
"3401","74","2008","Spectral Clustering with Perturbed Data"
"3402","177","2008","Online Metric Learning and Fast Similarity Search"
"3403","3","2008","On the asymptotic equivalence between differential Hebbian and temporal difference learning using a local third factor"
"3404","61","2008","Learning to Use Working Memory in Partially Observable Environments through Dopaminergic Reinforcement"
"3405","77","2008","Modeling the effects of memory on human online sentence processing with particle filters"
"3406","18","2008","Theory of matching pursuit"
"3407","21","2008","PSDBoost: Matrix-Generation Linear Programming for Positive Semidefinite Matrices Learning"
"3408","223","2008","Exploring Large Feature Spaces with Hierarchical Multiple Kernel Learning"
"3409","21","2008","On the Reliability of Clustering Stability in the Large Sample Regime"
"3410","46","2008","Multi-resolution Exploration in Continuous Spaces"
"3411","24","2008","Adaptive Template Matching with Shift-Invariant Semi-NMF"
"3412","400","2008","Sparse Online Learning via Truncated Gradient"
"3413","8","2008","Optimization on a Budget: A Reinforcement Learning Approach"
"3414","38","2008","Transfer Learning by Distribution Matching for Targeted Advertising"
"3415","196","2008","A Convergent O(n) Temporal-difference Algorithm for Off-policy Learning with Linear Function Approximation"
"3416","33","2008","On the Efficient Minimization of Classification Calibrated Surrogates"
"3417","310","2008","Weighted Sums of Random Kitchen Sinks: Replacing minimization with randomization in learning"
"3418","164","2008","Shared Segmentation of Natural Scenes Using Dependent Pitman-Yor Processes"
"3419","38","2008","Beyond Novelty Detection: Incongruent Events, when General and Specific Classifiers Disagree"
"3420","139","2008","Influence of graph construction on graph-based clustering measures"
"3421","177","2008","Deflation Methods for Sparse PCA"
"3422","143","2008","Kernel Change-point Analysis"
"3423","42","2008","Bayesian Model of Behaviour in Economic Games"
"3424","43","2008","Online Prediction on Large Diameter Graphs"
"3425","12","2008","Learning the Semantic Correlation: An Alternative Way to Gain from Unlabeled Text"
"3426","22","2008","Using Bayesian Dynamical Systems for Motion Template Libraries"
"3427","121","2008","Algorithms for Infinitely Many-Armed Bandits"
"3428","25","2008","Spike Feature Extraction Using Informative Samples"
"3429","95","2008","Non-stationary dynamic Bayesian networks"
"3430","10","2008","Counting Solution Clusters in Graph Coloring Problems Using Belief Propagation"
"3431","19","2008","Estimating vector fields using sparse basis field expansions"
"3432","57","2008","Tighter Bounds for Structured Estimation"
"3433","45","2008","Clustering via LP-based Stabilities"
"3434","82","2008","Kernelized Sorting"
"3435","272","2008","Privacy-preserving logistic regression"
"3436","11","2008","A ``Shape Aware'' Model for semi-supervised Learning of Objects and its Context"
"3437","33","2008","Localized Sliced Inverse Regression"
"3438","103","2008","Accelerating Bayesian Inference over Nonlinear Differential Equations with Gaussian Processes"
"3439","210","2008","Syntactic Topic Models"
"3440","127","2008","Regularized Policy Iteration"
"3441","33","2008","Understanding Brain Connectivity Patterns during Motor Imagery for Brain-Computer Interfacing"
"3442","41","2008","Unsupervised Learning of Visual Sense Models for Polysemous Words"
"3443","6","2008","Cell Assemblies in Large Sparse Inhibitory Networks of Biologically Realistic Spiking Neurons"
"3444","84","2008","On the Design of Loss Functions for Classification: theory, robustness to outliers, and SavageBoost"
"3445","31","2008","Dimensionality Reduction for Data in Multiple Feature Representations"
"3446","0","2008","Learning with Consistency between Inductive Functions and Kernels"
"3447","5","2008","MDPs with Non-Deterministic Policies"
"3448","90","2008","Learning a discriminative hidden part model for human action recognition"
"3449","400","2008","DiscLDA: Discriminative Learning for Dimensionality Reduction and Classification"
"3450","22","2008","Analyzing human feature learning as nonparametric Bayesian inference"
"3451","30","2008","Cyclizing Clusters via Zeta Function of a Graph"
"3452","11","2008","Optimal Response Initiation: Why Recent Experience Matters"
"3453","23","2008","Phase transitions for high-dimensional joint support recovery"
"3454","4","2008","Bio-inspired Real Time Sensory Map Realignment in a Robotic Barn Owl"
"3455","8","2008","Temporal Dynamics of Cognitive Control"
"3456","21","2008","Continuously-adaptive discretization for message-passing algorithms"
"3457","687","2008","Offline Handwriting Recognition with Multidimensional Recurrent Neural Networks"
"3458","10","2008","Posterior Consistency of the Silverman g-prior in Bayesian Model Choice"
"3459","71","2008","Bayesian Exponential Family PCA"
"3460","7","2008","Reconciling Real Scores with Binary Comparisons: A New Logistic Based Model for Ranking"
"3461","437","2008","Dynamic visual attention: searching for coding length increments"
"3462","43","2008","A Massively Parallel Digital Learning Processor"
"3463","78","2008","Rademacher Complexity Bounds for Non-I.I.D. Processes"
"3464","167","2008","Differentiable Sparse Coding"
"3465","16","2008","Using matrices to model symbolic relationship"
"3466","22","2008","Multi-Agent Filtering with Infinitely Nested Beliefs"
"3467","56","2008","The Gaussian Process Density Sampler"
"3468","67","2008","Covariance Estimation for High Dimensional Data Vectors Using the Sparse Matrix Transform"
"3469","347","2008","Natural Image Denoising with Convolutional Networks"
"3470","67","2008","Human Active Learning"
"3471","37","2008","Characterizing neural dependencies with copula models"
"3472","53","2008","Estimation of Information Theoretic Measures for Continuous Random Variables"
"3473","29","2008","Predicting the Geometry of Metal Binding Sites from Protein Sequence"
"3474","52","2008","MCBoost: Multiple Classifier Boosting for Perceptual Co-clustering of Images and Visual Features"
"3475","12","2008","Efficient Inference in Phylogenetic InDel Trees"
"3476","33","2008","Empirical performance maximization for linear rank statistics"
"3477","64","2008","Improved Moves for Truncated Convex Models"
"3478","67","2008","The Infinite Hierarchical Factor Regression Model"
"3479","15","2008","Reducing statistical dependencies in natural signals using radial Gaussianization"
"3480","54","2008","Shape-Based Object Localization for Descriptive Classification"
"3481","64","2008","Multi-stage Convex Relaxation for Learning with Sparse Regularization"
"3482","125","2008","An Empirical Analysis of Domain Adaptation Algorithms for Genomic Sequence Analysis"
"3483","77","2008","Generative versus discriminative training of RBMs for classification of fMRI images"
"3484","13","2008","Characterizing response behavior in multisensory perception with conflicting cues"
"3485","38","2008","Efficient Sampling for Gaussian Process Inference using Control Variables"
"3486","1","2008","Hierarchical Fisher Kernels for Longitudinal Data"
"3487","21","2008","Linear Classification and Selective Sampling Under Low Noise Conditions"
"3488","41","2008","Dependent Dirichlet Process Spike Sorting"
"3489","27","2008","Fast High-dimensional Kernel Summations Using the Monte Carlo Multipole Method"
"3490","69","2008","High-dimensional support union recovery in multivariate regression"
"3491","16","2008","Simple Local Models for Complex Dynamical Systems"
"3492","12","2008","Overlaying classifiers: a practical approach for optimal ranking"
"3493","51","2008","ICA based on a Smooth Estimation of the Differential Entropy"
"3494","139","2008","Local Gaussian Process Regression for Real Time Online Model Learning"
"3495","37","2008","Scalable Algorithms for String Kernels with Inexact Matching"
"3496","37","2008","One sketch for all: Theory and Application of Conditional Random Sampling"
"3497","1","2008","A spatially varying two-sample recombinant coalescent, with applications to HIV escape response"
"3498","29","2008","Nonparametric regression and classification with joint sparsity constraints"
"3499","13","2008","Bayesian Kernel Shaping for Learning Control"
"3500","1491","2008","Mixed Membership Stochastic Blockmodels"
"3501","58","2008","Logistic Normal Priors for Unsupervised Probabilistic Grammar Induction"
"3502","63","2008","Deep Learning with Kernel Regularization for Visual Recognition"
"3503","3","2008","Model selection and velocity estimation using novel priors for motion patterns"
"3504","47","2008","Unifying the Sensory and Motor Components of Sensorimotor Adaptation"
"3505","5","2008","Interpreting the neural code with Formal Concept Analysis"
"3506","349","2008","Nonlinear causal discovery with additive noise models"
"3507","18","2008","Finding Latent Causes in Causal Networks: an Efficient Approach Based on Markov Blankets"
"3508","167","2008","Cascaded Classification Models: Combining Models for Holistic Scene Understanding"
"3509","293","2008","Gaussian-process factor analysis for low-dimensional single-trial analysis of neural population activity"
"3510","329","2008","Clustered Multi-Task Learning: A Convex Formulation"
"3511","126","2008","Playing Pinball with non-invasive BCI"
"3512","50","2008","Multi-label Multiple Kernel Learning"
"3513","94","2008","Breaking Audio CAPTCHAs"
"3514","20","2008","Improving on Expectation Propagation"
"3515","11","2008","Fast Computation of Posterior Mode in Multi-Level Hierarchical Models"
"3516","4","2008","Designing neurophysiology experiments to optimally constrain receptive field models along parametric submanifolds"
"3517","6","2008","Load and Attentional Bayes"
"3518","87","2008","Implicit Mixtures of Restricted Boltzmann Machines"
"3519","0","2008","Short-Term Depression in VLSI Stochastic Synapse"
"3520","41","2008","Regularized Co-Clustering with Dual Supervision"
"3521","7","2008","An improved estimator of Variance Explained in the presence of noise"
"3522","172","2008","Nonrigid Structure from Motion in Trajectory Space"
"3523","100","2008","Skill Characterization Based on Betweenness"
"3524","7","2008","A general framework for investigating how far the decoding process in the brain can be simplified"
"3525","17","2008","Diffeomorphic Dimensionality Reduction"
"3526","213","2008","Domain Adaptation with Multiple Sources"
"3527","14","2008","Look Ma, No Hands: Analyzing the Monotonic Feature Abstraction for Text Classification"
"3528","22","2008","Clusters and Coarse Partitions in LP Relaxations"
"3529","108","2008","Model Selection in Gaussian Graphical Models: High-Dimensional Consistency of \boldmath\ell_1-regularized MLE"
"3530","4","2008","Dependence of Orientation Tuning on Recurrent Excitation and Inhibition in a Network Model of V1"
"3531","9","2008","Modeling Short-term Noise Dependence of Spike Counts in Macaque Prefrontal Cortex"
"3532","1043","2008","Supervised Dictionary Learning"
"3533","8","2008","Self-organization using synaptic plasticity"
"3534","33","2008","Fitted Q-iteration by Advantage Weighted Regression"
"3535","36","2008","QUIC-SVD: Fast SVD Using Cosine Trees"
"3536","10","2008","Convergence and Rate of Convergence of a Manifold-Based Dimension Reduction Algorithm"
"3537","26","2008","Psychiatry: Insights into depression through normative decision-making models"
"3538","155","2008","Adaptive Forward-Backward Greedy Algorithm for Sparse Learning with Linear Models"
"3539","63","2008","Support Vector Machines with a Reject Option"
"3540","299","2008","The Recurrent Temporal Restricted Boltzmann Machine"
"3541","0","2008","Near-minimax recursive density estimation on the binary hypercube"
"3542","49","2008","Variational Mixture of Gaussian Process Experts"
"3543","38","2008","Extended Grassmann Kernels for Subspace-Based Learning"
"3544","17","2008","Artificial Olfactory Brain for Mixture Identification"
"3545","85","2008","An Homotopy Algorithm for the Lasso with Online Observations"
"3546","23","2008","From Online to Batch Learning with Cutoff-Averaging"
"3547","53","2008","Structure Learning in Human Sequential Decision-Making"
"3548","133","2008","Exact Convex Confidence-Weighted Learning"
"3549","12","2008","Particle Filter-based Policy Gradient in POMDPs"
"3550","187","2008","Sparse Signal Recovery Using Markov Random Fields"
"3551","34","2008","Kernel Measures of Independence for non-iid Data"
"3552","91","2008","The Mondrian Process"
"3553","16","2008","Structured ranking learning using cumulative distribution networks"
"3554","127","2008","Sparse probabilistic projections"
"3555","28","2008","Bounds on marginal probability distributions"
"3556","166","2008","An Extended Level Method for Efficient Multiple Kernel Learning"
"3557","23","2008","A computational model of hippocampal function in trace conditioning"
"3558","110","2008","The Infinite Factorial Hidden Markov Model"
"3559","74","2008","Multi-task Gaussian Process Learning of Robot Inverse Dynamics"
"3560","724","2008","A Scalable Hierarchical Distributed Language Model"
"3561","179","2008","Automatic online tuning for fast Gaussian summation"
"3562","20","2008","Estimating Robust Query Models with Convex Optimization"
"3563","345","2008","Near-optimal Regret Bounds for Reinforcement Learning"
"3564","92","2008","On the Generalization Ability of Online Strongly Convex Programming Algorithms"
"3565","2","2008","An ideal observer model of infant object perception"
"3566","13","2008","Robust Near-Isometric Matching via Structured Learning of Graphical Models"
"3567","95","2008","Online Models for Content Optimization"
"3568","15","2008","Adaptive Martingale Boosting"
"3569","20","2008","Probabilistic detection of short events, with application to critical care monitoring"
"3570","26","2008","An Efficient Sequential Monte Carlo Algorithm for Coalescent Clustering"
"3571","1","2008","Risk Bounds for Randomized Sample Compressed Classifiers"
"3572","18","2008","Signal-to-Noise Ratio Analysis of Policy Gradient Algorithms"
"3573","13","2008","Supervised Exponential Family Principal Component Analysis via Convex Optimization"
"3574","71","2008","Efficient Exact Inference in Planar Ising Models"
"3575","13","2008","Correlated Bigram LSA for Unsupervised Language Model Adaptation"
"3576","17","2008","Predictive Indexing for Fast Search"
"3577","49","2008","Regularized Learning with Networks of Features"
"3578","39","2008","Integrating Locally Learned Causal Structures with Overlapping Variables"
"3579","44","2008","Modeling human function learning with Gaussian processes"
"3580","44","2008","On Computational Power and the Order-Chaos Phase Transition in Reservoir Computing"
"3581","45","2008","Fast Prediction on a Tree"
"3582","69","2008","Efficient Direct Density Ratio Estimation for Non-stationarity Adaptation and Outlier Detection"
"3583","155","2008","An Online Algorithm for Maximizing Submodular Functions"
"3584","154","2008","Online Optimization in X-Armed Bandits"
"3585","17","2008","Biasing Approximate Dynamic Programming with a Lower Discount Factor"
"3586","20","2008","On Bootstrapping the ROC Curve"
"3587","36","2008","A rational model of preference learning and choice prediction by children"
"3588","145","2008","Measures of Clustering Quality: A Working Set of Axioms for Clustering"
"3589","471","2008","Policy Search for Motor Primitives in Robotics"
"3590","28","2009","Learning Label Embeddings for Nearest-Neighbor Multi-class Classification with an Application to Speech Recognition"
"3591","213","2009","Slow Learners are Fast"
"3592","102","2009","Bilinear classifiers for visual recognition"
"3593","15","2009","Abstraction and Relational learning"
"3594","11","2009","Sensitivity analysis in HMMs with application to likelihood maximization"
"3595","36","2009","Thresholding Procedures for High Dimensional Variable Selection and Statistical Estimation"
"3596","14","2009","Toward Provably Correct Feature Selection in Arbitrary Domains"
"3597","7","2009","A Generalized Natural Actor-Critic Algorithm"
"3598","55","2009","Bootstrapping from Game Tree Search"
"3599","122","2009","Ensemble Nystrom Method"
"3600","53","2009","The Wisdom of Crowds in the Recollection of Order Information"
"3601","67","2009","Noisy Generalized Binary Search"
"3602","198","2009","Modelling Relational Data using Bayesian Clustered Tensor Factorization"
"3603","23","2009","Speaker Comparison with Inner Product Discriminant Functions"
"3604","16","2009","Lower bounds on minimax rates for nonparametric regression with additive sparsity and smoothness"
"3605","51","2009","Gaussian process regression with Student-t likelihood"
"3606","8","2009","Kernels and learning curves for Gaussian process regression on random graphs"
"3607","111","2009","Parallel Inference for Latent Dirichlet Allocation on Graphics Processing Units"
"3608","21","2009","Strategy Grafting in Extensive Games"
"3609","152","2009","Time-Varying Dynamic Bayesian Networks"
"3610","41","2009","Boosting with Spatial Regularization"
"3611","167","2009","Region-based Segmentation and Object Detection"
"3612","19","2009","Human Rademacher Complexity"
"3613","20","2009","Generalization Errors and Learning Curves for Regression with Multi-task Gaussian Processes"
"3614","279","2009","Efficient and Accurate Lp-Norm Multiple Kernel Learning"
"3615","8","2009","A Gaussian Tree Approximation for Integer Least-Squares"
"3616","5","2009","Structural inference affects depth perception in the context of potential occlusion"
"3617","25","2009","Solving Stochastic Games"
"3618","1","2009","Correlation Coefficients are Insufficient for Analyzing Spike Count Dependencies"
"3619","85","2009","Multiple Incremental Decremental Learning of Support Vector Machines"
"3620","5","2009","A joint maximum-entropy model for binary neural population patterns and continuous signals"
"3621","27","2009","Perceptual Multistability as Markov Chain Monte Carlo Inference"
"3622","186","2009","Learning from Multiple Partially Observed Views - an Application to Multilingual Text Categorization"
"3623","277","2009","On the Convergence of the Concave-Convex Procedure"
"3624","51","2009","Modeling Social Annotation Data with Content Relevance using a Topic Model"
"3625","12","2009","A Rate Distortion Approach for Semi-Supervised Conditional Random Fields"
"3626","47","2009","Orthogonal Matching Pursuit From Noisy Random Measurements: A New Analysis"
"3627","132","2009","Convergent Temporal-Difference Learning with Arbitrary Smooth Function Approximation"
"3628","12","2009","Directed Regression"
"3629","59","2009","Segmenting Scenes by Matching Image Composites"
"3630","15","2009","Linearly constrained Bayesian matrix factorization for blind source separation"
"3631","3","2009","Quantification and the language of thought"
"3632","34","2009","On Stochastic and Worst-case Models for Investing"
"3633","196","2009","Canonical Time Warping for Alignment of Human Behavior"
"3634","28","2009","L_1-Penalized Robust Estimation for a Class of Inverse Problems Arising in Multiview Geometry"
"3635","28","2009","Estimating image bases for visual image reconstruction from human brain activity"
"3636","294","2009","Measuring Invariances in Deep Networks"
"3637","12","2009","Know Thy Neighbour: A Normative Theory of Synaptic Depression"
"3638","57","2009","Which graphical models are difficult to learn?"
"3639","2","2009","Clustering sequence sets for motif discovery"
"3640","23","2009","Fast Graph Laplacian Regularized Kernel Learning via Semidefinite–Quadratic–Linear Programming"
"3641","12","2009","Neurometric function analysis of population codes"
"3642","22","2009","Adaptive Regularization for Transductive Support Vector Machine"
"3643","74","2009","Entropic Graph Regularization in Non-Parametric Semi-Supervised Classification"
"3644","61","2009","Neural Implementation of Hierarchical Bayesian Inference by Importance Sampling"
"3645","28","2009","No evidence for active sparsification in the visual cortex"
"3646","563","2009","Locality-sensitive binary codes from shift-invariant kernels"
"3647","26","2009","Evaluating multi-class learning strategies in a generative hierarchical framework for object detection"
"3648","98","2009","Unsupervised Feature Selection for the k-means Clustering Problem"
"3649","68","2009","Non-stationary continuous dynamic Bayesian networks"
"3650","99","2009","A Fast, Consistent Kernel Two-Sample Test"
"3651","23","2009","Submanifold density estimation"
"3652","40","2009","Inter-domain Gaussian Processes for Sparse Inference using Inducing Features"
"3653","29","2009","fMRI-Based Inter-Subject Cortical Alignment Using Functional Connectivity"
"3654","36","2009","Distribution Matching for Transduction"
"3655","572","2009","A unified framework for high-dimensional analysis of M-estimators with decomposable regularizers"
"3656","21","2009","Learning to Explore and Exploit in POMDPs"
"3657","12","2009","Lattice Regression"
"3658","58","2009","Variational Inference for the Nested Chinese Restaurant Process"
"3659","2","2009","Breaking Boundaries Between Induction Time and Diagnosis Time Active Information Acquisition"
"3660","81","2009","Help or Hinder: Bayesian Models of Social Goal Inference"
"3661","6","2009","Training Factor Graphs with Reinforcement Learning for Efficient MAP Inference"
"3662","50","2009","Online Learning of Assignments"
"3663","69","2009","Ranking Measures and Loss Functions in Learning to Rank"
"3664","45","2009","Conditional Random Fields with High-Order Features for Sequence Labeling"
"3665","39","2009","Nonlinear directed acyclic structure learning with weakly additive noise models"
"3666","24","2009","A Neural Implementation of the Kalman Filter"
"3667","24","2009","Hierarchical Learning of Dimensional Biases in Human Categorization"
"3668","52","2009","Data-driven calibration of linear estimators with minimal penalties"
"3669","9","2009","An Infinite Factor Model Hierarchy Via a Noisy-Or Mechanism"
"3670","862","2009","Unsupervised feature learning for audio classification using convolutional deep belief networks"
"3671","25","2009","A Data-Driven Approach to Modeling Choice"
"3672","224","2009","Non-Parametric Bayesian Dictionary Learning for Sparse Image Representations"
"3673","10","2009","Code-specific policy gradient rules for spiking neurons"
"3674","10","2009","Convex Relaxation of Mixture Regression with Efficient Algorithms"
"3675","125","2009","Monte Carlo Sampling for Regret Minimization in Extensive Games"
"3676","8","2009","Fast, smooth and adaptive regression in metric spaces"
"3677","219","2009","An Integer Projected Fixed Point Method for Graph Matching and MAP Inference"
"3678","79","2009","Grouped Orthogonal Matching Pursuit for Variable Selection and Prediction"
"3679","64","2009","Compositionality of optimal control laws"
"3680","137","2009","Learning to Rank by Optimizing NDCG Measure"
"3681","15","2009","Manifold Regularization for SIR with Rate Root-n Convergence"
"3682","50","2009","Efficient Recovery of Jointly Sparse Vectors"
"3683","7","2009","Optimal Scoring for Unsupervised Learning"
"3684","24","2009","Rank-Approximate Nearest Neighbor Search: Retaining Meaning and Speed in High Dimensions"
"3685","24","2009","A Smoothed Approximate Linear Program"
"3686","20","2009","Hierarchical Modeling of Local Image Features through L_p-Nested Symmetric Distributions"
"3687","33","2009","A Biologically Plausible Model for Rapid Natural Scene Identification"
"3688","19","2009","Nonparametric Bayesian Models for Unsupervised Event Coreference Resolution"
"3689","46","2009","Matrix Completion from Power-Law Distributed Samples"
"3690","16","2009","Constructing Topological Maps using Markov Random Fields and Loop-Closure Detection"
"3691","480","2009","Zero-shot Learning with Semantic Output Codes"
"3692","8","2009","Distribution-Calibrated Hierarchical Classification"
"3693","26","2009","Statistical Consistency of Top-k Ranking"
"3694","312","2009","3D Object Recognition with Deep Belief Nets"
"3695","16","2009","Occlusive Components Analysis"
"3696","63","2009","Learning Brain Connectivity of Alzheimer's Disease from Neuroimaging Data"
"3697","55","2009","On the Algorithmics and Applications of a Mixed-norm based Kernel Learning Formulation"
"3698","146","2009","Skill Discovery in Continuous Reinforcement Learning Domains using Skill Chaining"
"3699","37","2009","Variational Gaussian-process factor analysis for modeling spatio-temporal data"
"3700","45","2009","Subject independent EEG-based BCI decoding"
"3701","2","2009","Periodic Step Size Adaptation for Single Pass On-line Learning"
"3702","22","2009","Learning from Neighboring Strokes: Combining Appearance and Context for Multi-Domain Sketch Recognition"
"3703","242","2009","Kernel Methods for Deep Learning"
"3704","31","2009","Streaming Pointwise Mutual Information"
"3705","5","2009","Optimizing Multi-Class Spatio-Spectral Filters via Bayes Error Estimation for EEG Classification"
"3706","16","2009","Asymptotically Optimal Regularization in Smooth Parametric Models"
"3707","15","2009","Learning transport operators for image manifolds"
"3708","13","2009","Augmenting Feature-driven fMRI Analyses: Semi-supervised learning and resting state activity"
"3709","16","2009","Optimal context separation of spiking haptic signals by second-order somatosensory neurons"
"3710","50","2009","A Bayesian Model for Simultaneous Image Clustering, Annotation and Object Segmentation"
"3711","41","2009","Discriminative Network Models of Schizophrenia"
"3712","24","2009","Beyond Convexity: Online Submodular Minimization"
"3713","232","2009","FACTORIE: Probabilistic Programming via Imperatively Defined Factor Graphs"
"3714","14","2009","Local Rules for Global MAP: When Do They Work ?"
"3715","101","2009","Positive Semidefinite Metric Learning with Boosting"
"3716","8","2009","Bayesian Belief Polarization"
"3717","16","2009","On Learning Rotations"
"3718","150","2009","A Game-Theoretic Approach to Hypergraph Clustering"
"3719","564","2009","Dual Averaging Method for Regularized Stochastic Learning and Online Optimization"
"3720","70","2009","Heterogeneous multitask learning with joint sparsity constraints"
"3721","59","2009","Linear-time Algorithms for Pairwise Statistical Problems"
"3722","12","2009","Particle-based Variational Inference for Continuous Systems"
"3723","38","2009","Label Selection on Graphs"
"3724","20","2009","Accelerating Bayesian Structural Inference for Non-Decomposable Gaussian Graphical Models"
"3725","4","2009","White Functionals for Anomaly Detection in Dynamical Systems"
"3726","532","2009","Rethinking LDA: Why Priors Matter"
"3727","59","2009","Posterior vs Parameter Sparsity in Latent Variable Models"
"3728","10","2009","Discrete MDL Predicts in Total Variation"
"3729","105","2009","Learning with Compressible Priors"
"3730","246","2009","Semi-Supervised Learning in Gigantic Image Collections"
"3731","191","2009","Asymptotic Analysis of MAP Estimation via the Replica Method and Compressed Sensing"
"3732","56","2009","Sequential effects reflect parallel learning of multiple environmental regularities"
"3733","23","2009","Differential Use of Implicit Negative Evidence in Generative and Discriminative Language Learning"
"3734","19","2009","Replacing supervised classification learning by Slow Feature Analysis in spiking neural networks"
"3735","24","2009","Complexity of Decentralized Control: Special Cases"
"3736","57","2009","Spatial Normalized Gamma Processes"
"3737","109","2009","Sparse Metric Learning via Smooth Optimization"
"3738","55","2009","Dirichlet-Bernoulli Alignment: A Generative Model for Multi-Class Multi-Label Multi-Instance Corpora"
"3739","117","2009","Beyond Categories: The Visual Memex Model for Reasoning About Object Relationships"
"3740","94","2009","Kernel Choice and Classifiability for RKHS Embeddings of Probability Distributions"
"3741","53","2009","Slow, Decorrelated Features for Pretraining Complex Cell-like Networks"
"3742","31","2009","Free energy score space"
"3743","0","2009","Extending Phase Mechanism to Differential Motion Opponency for Motion Pop-out"
"3744","19","2009","Reconstruction of Sparse Circuits Using Multi-neuronal Excitation (RESCUME)"
"3745","14","2009","Hierarchical Mixture of Classification Experts Uncovers Interactions between Brain Regions"
"3746","39","2009","Semi-supervised Learning using Sparse Eigenfunction Bases"
"3747","263","2009","Adaptive Regularization of Weight Vectors"
"3748","20","2009","Probabilistic Relational PCA"
"3749","16","2009","Filtering Abstract Senses From Image Search Results"
"3750","15","2009","Speeding up Magnetic Resonance Image Acquisition by Bayesian Multi-Slice Adaptive Compressed Sensing"
"3751","18","2009","Time-rescaling methods for the estimation and assessment of non-Poisson neural encoding models"
