Affiliation0,Affiliation1,Affiliation2,Affiliation3,Affiliation4,Affiliation5,Affiliation6,Affiliation7,Affiliation8,Affiliation9,citations_average,predicted_citations
1.164908424908425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36666666666666653,0.36666666666666653
401.7116661116661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7
0.0,20.482051282051284,14.327063492063491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666669,15.393730158730158
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,7.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.6333333333333333
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.466666666666665,26.466666666666665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.586206896551724,2.586206896551724
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.1724137931034483
149.79187192118226,252.02082292187237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.82758620689654,138.82758620689654
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0689655172413792,1.0689655172413792
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3448275862068966,0.3448275862068966
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.13793103448275862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.103448275862069,2.103448275862069
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.10344827586206896
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.6206896551724138
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.206896551724138,1.206896551724138
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4137931034482759,0.4137931034482759
16.123031328185608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.137931034482759,1.137931034482759
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.2413793103448276
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4137931034482759,0.4137931034482759
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.13793103448275862
1530.8313153926495,21.32589855865718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.689655172413793,5.689655172413793
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4482758620689655,0.4482758620689655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5172413793103448,3.5172413793103448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.965517241379311,11.965517241379311
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4827586206896552,1.4827586206896552
0.0,0.0,830.7129648024577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,830.8508958369405
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.793103448275862,5.793103448275862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4482758620689655,0.4482758620689655
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5517241379310347,3.5517241379310347
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.6896551724137931
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.896551724137931,2.896551724137931
11.444503389330976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.206896551724138,1.206896551724138
1200.748832149217,14552.957722869181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.13793103448275862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2413793103448276,0.2413793103448276
0.0,1209.4867778772953,0.0,0.0,1.420977011494253,0.0,0.0,0.0,0.0,0.0,1.3793103448275863,2.8002873563218396
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.10344827586206896
1.8099529780564263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2758620689655171,1.2758620689655171
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9655172413793104,0.9655172413793104
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.5517241379310345
0.0,0.0,0.0,0.0,0.0,0.0,2.4827586206896552,0.0,0.0,0.0,2.4827586206896552,4.9655172413793105
134.06926100441842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7241379310344829,1.7241379310344829
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5862068965517241,0.5862068965517241
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.5517241379310345
315.79730564825115,0.4137931034482759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4137931034482759,0.4137931034482759
5950.874579459493,0.0,140.39724137931032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.51724137931033,229.91448275862064
0.0,3.6214913056292364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03448275862068965,0.03448275862068965
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.1724137931034483
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793103448275862,0.3793103448275862
5950.874579459493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.58620689655173,71.58620689655173
0.0,140.33387520525451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3448275862068964,2.3448275862068964
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.172413793103447,8.172413793103447
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0344827586206895,1.0344827586206895
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
7.635760851962173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2068965517241383,2.2068965517241383
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.103448275862068,7.103448275862068
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13793103448275862,0.13793103448275862
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.689655172413794,4.689655172413794
14552.957722869181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.10344827586206896
0.0,0.0,12.508055040580068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0344827586206895,19.54253779920076
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2413793103448274,2.2413793103448274
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.034482758620689,2.034482758620689
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0344827586206895,7.0344827586206895
6.758981106612685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209.4867778772953,0.0,0.0,0.0,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,1.5714285714285714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.8928571428571429
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.6071428571428571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.21428571428571427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.8571428571428571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,4.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.357142857142858,20.357142857142858
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,1.4285714285714286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3928571428571428,1.3928571428571428
3.6071428571428568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6071428571428568,3.6071428571428568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5714285714285714,1.5714285714285714
0.0,14.684782608695652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3928571428571429,0.3928571428571429
401.7116661116661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.9285714285714286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.357142857142857,2.357142857142857
134.06926100441842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.4642857142857143
0.0,1.164908424908425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.6428571428571429
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,1.1428571428571428
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6785714285714286,1.6785714285714286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6785714285714286,1.6785714285714286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.32142857142857145
74.5030458671763,0.0,0.8928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,1.5
14.327063492063491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.32142857142857145
0.0,3.7142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7142857142857135,3.7142857142857135
0.0,0.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,2.4285714285714284
25.122625152625154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32142857142857145,0.32142857142857145
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.142857142857142,6.142857142857142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642857142857144,0.9642857142857144
0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.17857142857142858
37.55931986829819,2.549689440993789,1.3214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0714285714285714,2.392857142857143
5.738863287250383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.35714285714285715
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714
2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.142857142857143,2.142857142857143
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5
0.0,140.33387520525451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.535714285714285,15.535714285714285
56.77864044168392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.107142857142857,2.107142857142857
0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.178571428571429,9.178571428571429
21.32589855865718,1530.8313153926495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.821428571428571,6.821428571428571
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.392857142857143,4.392857142857143
149.79187192118226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.964285714285712,10.964285714285712
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5357142857142857,0.5357142857142857
0.0,2096.45733129793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6071428571428572,1.6071428571428572
0.0,1530.8313153926495,2.392857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.392857142857143,4.785714285714286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4642857142857142,1.4642857142857142
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.714285714285714,4.714285714285714
2199.466787176644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,1.2142857142857142
145.88508653182566,830.7129648024577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142
