index,citations,year,Author0,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,citations_average
3314,54,2007,Andreas Christmann,Ingo Steinwart,,,,,,,,,,,,,,,,,4.909090909090909
3315,93,2007,Le Song,Arthur Gretton,Karsten M. Borgwardt,Alex J. Smola,,,,,,,,,,,,,,,8.454545454545455
3317,394,2007,Vittorio Ferrari,Andrew Zisserman,,,,,,,,,,,,,,,,,35.81818181818182
3318,293,2007,Xiaogang Wang,Eric Grimson,,,,,,,,,,,,,,,,,26.636363636363637
3320,92,2007,Danial Lashkari,Polina Golland,,,,,,,,,,,,,,,,,8.363636363636363
3321,149,2007,Cha Zhang,Paul A. Viola,,,,,,,,,,,,,,,,,13.545454545454545
3322,27,2007,Dominik Endres,Mike Oram,Johannes Schindelin,Peter Foldiak,,,,,,,,,,,,,,,2.4545454545454546
3323,17,2007,Shenghuo Zhu,Kai Yu,Yihong Gong,,,,,,,,,,,,,,,,1.5454545454545454
3325,446,2007,Moran Cerf,Jonathan Harel,Wolfgang Einhaeuser,Christof Koch,,,,,,,,,,,,,,,40.54545454545455
3328,9,2007,Omer Bobrowski,Ron Meir,Shy Shoham,Yonina Eldar,,,,,,,,,,,,,,,0.8181818181818182
3329,383,2007,Ping Li,Qiang Wu,Christopher J. Burges,,,,,,,,,,,,,,,,34.81818181818182
3333,29,2007,Percy S. Liang,Dan Klein,Michael I. Jordan,,,,,,,,,,,,,,,,2.6363636363636362
3336,7,2007,Brian J. Fischer,,,,,,,,,,,,,,,,,,0.6363636363636364
3337,267,2007,Douglas Eck,Paul Lamere,Thierry Bertin-mahieux,Stephen Green,,,,,,,,,,,,,,,24.272727272727273
3338,43,2007,Jean-yves Audibert,,,,,,,,,,,,,,,,,,3.909090909090909
3339,50,2007,Daichi Mochihashi,Eiichiro Sumita,,,,,,,,,,,,,,,,,4.545454545454546
3340,245,2007,John Blitzer,Koby Crammer,Alex Kulesza,Fernando Pereira,Jennifer Wortman,,,,,,,,,,,,,,22.272727272727273
3342,132,2008,Mauricio Alvarez,Neil D. Lawrence,,,,,,,,,,,,,,,,,13.2
3343,13,2008,Dotan D. Castro,Dmitry Volkinshtein,Ron Meir,,,,,,,,,,,,,,,,1.3
3345,3,2008,Jing Xu,Thomas L. Griffiths,,,,,,,,,,,,,,,,,0.3
3349,54,2008,Phil Blunsom,Trevor Cohn,Miles Osborne,,,,,,,,,,,,,,,,5.4
3352,60,2008,Kenji Fukumizu,Arthur Gretton,Bernhard Schölkopf,Bharath K. Sriperumbudur,,,,,,,,,,,,,,,6.0
3353,10,2008,Benjamin Yackley,Eduardo Corona,Terran Lane,,,,,,,,,,,,,,,,1.0
3354,80,2008,Iain Murray,Ruslan R. Salakhutdinov,,,,,,,,,,,,,,,,,8.0
3357,12,2008,Ingo Steinwart,Andreas Christmann,,,,,,,,,,,,,,,,,1.2
3359,29,2008,Hannes Nickisch,Rolf Pohmann,Bernhard Schölkopf,Matthias Seeger,,,,,,,,,,,,,,,2.9
3360,86,2008,Shai Shalev-shwartz,Sham M. Kakade,,,,,,,,,,,,,,,,,8.6
3361,32,2008,Tony Jebara,Pannagadatta K. Shivaswamy,,,,,,,,,,,,,,,,,3.2
3362,105,2008,Deepayan Chakrabarti,Ravi Kumar,Filip Radlinski,Eli Upfal,,,,,,,,,,,,,,,10.5
3363,89,2008,Charles Cadieu,Bruno A. Olshausen,,,,,,,,,,,,,,,,,8.9
3364,127,2008,Tao Qin,Tie-yan Liu,Xu-dong Zhang,De-sheng Wang,Hang Li,,,,,,,,,,,,,,12.7
3365,5,2008,Gerald Quon,Yee W. Teh,Esther Chan,Timothy Hughes,Michael Brudno,Quaid D. Morris,,,,,,,,,,,,,0.5
3367,28,2008,Jun Zhu,Eric P. Xing,Bo Zhang,,,,,,,,,,,,,,,,2.8
3368,238,2008,Wenyuan Dai,Yuqiang Chen,Gui-rong Xue,Qiang Yang,Yong Yu,,,,,,,,,,,,,,23.8
3369,0,2008,Carmen Sandi,Wulfram Gerstner,Gediminas Lukšys,,,,,,,,,,,,,,,,0.0
3370,15,2008,Julia Owen,Hagai T. Attias,Kensuke Sekihara,Srikantan S. Nagarajan,David P. Wipf,,,,,,,,,,,,,,1.5
3371,8,2008,Praveen Srinivasan,Liming Wang,Jianbo Shi,,,,,,,,,,,,,,,,0.8
3372,45,2008,Matthew Botvinick,James An,,,,,,,,,,,,,,,,,4.5
3373,25,2008,Indraneel Mukherjee,David M. Blei,,,,,,,,,,,,,,,,,2.5
3374,1,2008,Laurent E. Ghaoui,Assane Gueye,,,,,,,,,,,,,,,,,0.1
3375,29,2008,Leo Zhu,Yuanhao Chen,Yuan Lin,Chenxi Lin,Alan L. Yuille,,,,,,,,,,,,,,2.9
3377,15,2008,Longin J. Latecki,Chengen Lu,Marc Sobel,Xiang Bai,,,,,,,,,,,,,,,1.5
3378,27,2008,Shenghuo Zhu,Kai Yu,Yihong Gong,,,,,,,,,,,,,,,,2.7
3381,3,2008,Kentaro Katahira,Jun Nishikawa,Kazuo Okanoya,Masato Okada,,,,,,,,,,,,,,,0.3
3382,10,2008,Ydo Wexler,Christopher Meek,,,,,,,,,,,,,,,,,1.0
3383,159,2008,Huan Xu,Constantine Caramanis,Shie Mannor,,,,,,,,,,,,,,,,15.9
3385,61,2008,Lavi Shpigelman,Hagai Lalazar,Eilon Vaadia,,,,,,,,,,,,,,,,6.1
3386,15,2008,Liu Yang,Rong Jin,Rahul Sukthankar,,,,,,,,,,,,,,,,1.5
3387,179,2008,Sham M. Kakade,Karthik Sridharan,Ambuj Tewari,,,,,,,,,,,,,,,,17.9
3388,72,2008,Srikanth Jagabathula,Devavrat Shah,,,,,,,,,,,,,,,,,7.2
3389,41,2008,Yoshihiro Yamanishi,,,,,,,,,,,,,,,,,,4.1
3390,93,2008,Karthik Sridharan,Shai Shalev-shwartz,Nathan Srebro,,,,,,,,,,,,,,,,9.3
3392,11,2008,Steven J. Phillips,Miroslav Dudík,,,,,,,,,,,,,,,,,1.1
3393,73,2008,Sudheendra Vijayanarasimhan,Kristen Grauman,,,,,,,,,,,,,,,,,7.3
3395,82,2008,Kilian Q. Weinberger,Olivier Chapelle,,,,,,,,,,,,,,,,,8.2
3396,39,2008,Tran T. Truyen,Dinh Phung,Hung Bui,Svetha Venkatesh,,,,,,,,,,,,,,,3.9
3397,23,2008,Matthew Blaschko,Arthur Gretton,,,,,,,,,,,,,,,,,2.3
3398,28,2008,Fabian H. Sinz,Matthias Bethge,,,,,,,,,,,,,,,,,2.8
3401,74,2008,Ling Huang,Donghui Yan,Nina Taft,Michael I. Jordan,,,,,,,,,,,,,,,7.4
3405,77,2008,Roger P. Levy,Florencia Reali,Thomas L. Griffiths,,,,,,,,,,,,,,,,7.7
3407,21,2008,Chunhua Shen,Alan Welsh,Lei Wang,,,,,,,,,,,,,,,,2.1
3409,21,2008,Ohad Shamir,Naftali Tishby,,,,,,,,,,,,,,,,,2.1
3411,24,2008,Jonathan L. Roux,Alain D. Cheveigné,Lucas C. Parra,,,,,,,,,,,,,,,,2.4
3413,8,2008,Paul L. Ruvolo,Ian Fasel,Javier R. Movellan,,,,,,,,,,,,,,,,0.8
3418,164,2008,Erik B. Sudderth,Michael I. Jordan,,,,,,,,,,,,,,,,,16.4
3419,38,2008,Daphna Weinshall,Hynek Hermansky,Alon Zweig,Jie Luo,Holly Jimison,Frank Ohl,Misha Pavel,,,,,,,,,,,,3.8
3422,143,2008,Zaïd Harchaoui,Eric Moulines,Francis R. Bach,,,,,,,,,,,,,,,,14.3
3423,42,2008,Debajyoti Ray,Brooks King-casas,P. R. Montague,Peter Dayan,,,,,,,,,,,,,,,4.2
3424,43,2008,Mark Herbster,Guy Lever,Massimiliano Pontil,,,,,,,,,,,,,,,,4.3
3425,12,2008,Yi Zhang,Artur Dubrawski,Jeff G. Schneider,,,,,,,,,,,,,,,,1.2
3427,121,2008,Yizao Wang,Jean-yves Audibert,Rémi Munos,,,,,,,,,,,,,,,,12.1
3428,25,2008,Zhi Yang,Qi Zhao,Wentai Liu,,,,,,,,,,,,,,,,2.5
3429,95,2008,Joshua W. Robinson,Alexander J. Hartemink,,,,,,,,,,,,,,,,,9.5
3430,10,2008,Lukas Kroc,Ashish Sabharwal,Bart Selman,,,,,,,,,,,,,,,,1.0
3431,19,2008,Stefan Haufe,Vadim V. Nikulin,Andreas Ziehe,Klaus-Robert Müller,Guido Nolte,,,,,,,,,,,,,,1.9
3432,57,2008,Olivier Chapelle,Chuong B. Do,Choon H. Teo,Quoc V. Le,Alex J. Smola,,,,,,,,,,,,,,5.7
3433,45,2008,Nikos Komodakis,Nikos Paragios,Georgios Tziritas,,,,,,,,,,,,,,,,4.5
3434,82,2008,Novi Quadrianto,Le Song,Alex J. Smola,,,,,,,,,,,,,,,,8.2
3435,272,2008,Kamalika Chaudhuri,Claire Monteleoni,,,,,,,,,,,,,,,,,27.2
3436,11,2008,Abhinav Gupta,Jianbo Shi,Larry S. Davis,,,,,,,,,,,,,,,,1.1
3438,103,2008,Ben Calderhead,Mark Girolami,Neil D. Lawrence,,,,,,,,,,,,,,,,10.3
3440,127,2008,Amir M. Farahmand,Mohammad Ghavamzadeh,Shie Mannor,Csaba Szepesvári,,,,,,,,,,,,,,,12.7
3442,41,2008,Kate Saenko,Trevor Darrell,,,,,,,,,,,,,,,,,4.1
3444,84,2008,Hamed Masnadi-shirazi,Nuno Vasconcelos,,,,,,,,,,,,,,,,,8.4
3445,31,2008,Yen-yu Lin,Tyng-luh Liu,Chiou-shann Fuh,,,,,,,,,,,,,,,,3.1
3446,0,2008,Haixuan Yang,Irwin King,Michael Lyu,,,,,,,,,,,,,,,,0.0
3449,400,2008,Simon Lacoste-Julien,Fei Sha,Michael I. Jordan,,,,,,,,,,,,,,,,40.0
3450,22,2008,Thomas L. Griffiths,Joseph L. Austerweil,,,,,,,,,,,,,,,,,2.2
3453,23,2008,Sahand Negahban,Martin J. Wainwright,,,,,,,,,,,,,,,,,2.3
3454,4,2008,Juan Huo,Zhijun Yang,Alan F. Murray,,,,,,,,,,,,,,,,0.4
3455,8,2008,Jeremy Reynolds,Michael C. Mozer,,,,,,,,,,,,,,,,,0.8
3458,10,2008,Zhihua Zhang,Michael I. Jordan,Dit-Yan Yeung,,,,,,,,,,,,,,,,1.0
3459,71,2008,Shakir Mohamed,Zoubin Ghahramani,Katherine A. Heller,,,,,,,,,,,,,,,,7.1
3460,7,2008,Nir Ailon,,,,,,,,,,,,,,,,,,0.7
3462,43,2008,Hans P. Graf,Srihari Cadambi,Venkata Jakkula,Murugan Sankaradass,Eric Cosatto,Srimat Chakradhar,Igor Dourdanovic,,,,,,,,,,,,4.3
3463,78,2008,Mehryar Mohri,Afshin Rostamizadeh,,,,,,,,,,,,,,,,,7.8
3464,167,2008,J. A. Bagnell,David M. Bradley,,,,,,,,,,,,,,,,,16.7
3466,22,2008,Luke Zettlemoyer,Brian Milch,Leslie P. Kaelbling,,,,,,,,,,,,,,,,2.2
3469,347,2008,Viren Jain,Sebastian Seung,,,,,,,,,,,,,,,,,34.7
3470,67,2008,Rui M. Castro,Charles Kalish,Robert Nowak,Ruichen Qian,Tim Rogers,Xiaojin Zhu,,,,,,,,,,,,,6.7
3471,37,2008,Pietro Berkes,Frank Wood,Jonathan W. Pillow,,,,,,,,,,,,,,,,3.7
3472,53,2008,Fernando Pérez-Cruz,,,,,,,,,,,,,,,,,,5.3
3474,52,2008,Tae-kyun Kim,Roberto Cipolla,,,,,,,,,,,,,,,,,5.2
3475,12,2008,Alexandre Bouchard-côté,Dan Klein,Michael I. Jordan,,,,,,,,,,,,,,,,1.2
3476,33,2008,Stéphan J. Clémençcon,Nicolas Vayatis,,,,,,,,,,,,,,,,,3.3
3477,64,2008,Philip Torr,M. P. Kumar,,,,,,,,,,,,,,,,,6.4
3484,13,2008,Rama Natarajan,Iain Murray,Ladan Shams,Richard S. Zemel,,,,,,,,,,,,,,,1.3
3485,38,2008,Neil D. Lawrence,Magnus Rattray,Michalis K. Titsias,,,,,,,,,,,,,,,,3.8
3487,21,2008,Giovanni Cavallanti,Nicolò Cesa-bianchi,Claudio Gentile,,,,,,,,,,,,,,,,2.1
3488,41,2008,Jan Gasthaus,Frank Wood,Dilan Gorur,Yee W. Teh,,,,,,,,,,,,,,,4.1
3489,27,2008,Dongryeol Lee,Alexander G. Gray,,,,,,,,,,,,,,,,,2.7
3491,16,2008,Erik Talvitie,Satinder P. Singh,,,,,,,,,,,,,,,,,1.6
3492,12,2008,Stéphan J. Clémençcon,Nicolas Vayatis,,,,,,,,,,,,,,,,,1.2
3495,37,2008,Pavel P. Kuksa,Pai-hsi Huang,Vladimir Pavlovic,,,,,,,,,,,,,,,,3.7
3499,13,2008,Jo-anne Ting,Mrinal Kalakrishnan,Sethu Vijayakumar,Stefan Schaal,,,,,,,,,,,,,,,1.3
3500,1491,2008,Edo M. Airoldi,David M. Blei,Stephen E. Fienberg,Eric P. Xing,,,,,,,,,,,,,,,149.1
3501,58,2008,Shay B. Cohen,Kevin Gimpel,Noah A. Smith,,,,,,,,,,,,,,,,5.8
3504,47,2008,Adrian Haith,Carl P. Jackson,R. C. Miall,Sethu Vijayakumar,,,,,,,,,,,,,,,4.7
3505,5,2008,Dominik Endres,Peter Foldiak,,,,,,,,,,,,,,,,,0.5
3506,349,2008,Patrik O. Hoyer,Dominik Janzing,Joris M. Mooij,Jonas Peters,Bernhard Schölkopf,,,,,,,,,,,,,,34.9
3507,18,2008,Jean-philippe Pellet,André Elisseeff,,,,,,,,,,,,,,,,,1.8
3509,293,2008,Byron M. Yu,John P. Cunningham,Gopal Santhanam,Stephen I. Ryu,Krishna V. Shenoy,Maneesh Sahani,,,,,,,,,,,,,29.3
3511,126,2008,Matthias Krauledat,Konrad Grzeska,Max Sagebaum,Benjamin Blankertz,Carmen Vidaurre,Klaus-Robert Müller,Michael Schröder,,,,,,,,,,,,12.6
3512,50,2008,Shuiwang Ji,Liang Sun,Rong Jin,Jieping Ye,,,,,,,,,,,,,,,5.0
3515,11,2008,Liang Zhang,Deepak Agarwal,,,,,,,,,,,,,,,,,1.1
3516,4,2008,Jeremy Lewi,Robert Butera,David M. Schneider,Sarah Woolley,Liam Paninski,,,,,,,,,,,,,,0.4
3517,6,2008,Peter Dayan,,,,,,,,,,,,,,,,,,0.6
3518,87,2008,Vinod Nair,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,8.7
3520,41,2008,Vikas Sindhwani,Jianying Hu,Aleksandra Mojsilovic,,,,,,,,,,,,,,,,4.1
3524,7,2008,Masafumi Oizumi,Toshiyuki Ishii,Kazuya Ishibashi,Toshihiko Hosoya,Masato Okada,,,,,,,,,,,,,,0.7
3527,14,2008,Doug Downey,Oren Etzioni,,,,,,,,,,,,,,,,,1.4
3528,22,2008,David Sontag,Amir Globerson,Tommi S. Jaakkola,,,,,,,,,,,,,,,,2.2
3531,9,2008,Arno Onken,Steffen Grünewälder,Matthias Munk,Klaus Obermayer,,,,,,,,,,,,,,,0.9
3533,8,2008,Vicençc Gómez,Andreas Kaltenbrunner,Vicente López,Hilbert J. Kappen,,,,,,,,,,,,,,,0.8
3534,33,2008,Gerhard Neumann,Jan R. Peters,,,,,,,,,,,,,,,,,3.3
3536,10,2008,Andrew Smith,Hongyuan Zha,Xiao-ming Wu,,,,,,,,,,,,,,,,1.0
3537,26,2008,Quentin J. Huys,Joshua Vogelstein,Peter Dayan,,,,,,,,,,,,,,,,2.6
3539,63,2008,Yves Grandvalet,Alain Rakotomamonjy,Joseph Keshet,Stéphane Canu,,,,,,,,,,,,,,,6.3
3540,299,2008,Ilya Sutskever,Geoffrey E. Hinton,Graham W. Taylor,,,,,,,,,,,,,,,,29.9
3543,38,2008,Jihun Hamm,Daniel D. Lee,,,,,,,,,,,,,,,,,3.8
3544,17,2008,Mehmet K. Muezzinoglu,Alexander Vergara,Ramon Huerta,Thomas Nowotny,Nikolai Rulkov,Henry Abarbanel,Allen Selverston,Mikhail Rabinovich,,,,,,,,,,,1.7
3546,23,2008,Ofer Dekel,,,,,,,,,,,,,,,,,,2.3
3547,53,2008,Daniel Acuna,Paul R. Schrater,,,,,,,,,,,,,,,,,5.3
3548,133,2008,Koby Crammer,Mark Dredze,Fernando Pereira,,,,,,,,,,,,,,,,13.3
3549,12,2008,Pierre-arnaud Coquelin,Romain Deguest,Rémi Munos,,,,,,,,,,,,,,,,1.2
3550,187,2008,Volkan Cevher,Marco F. Duarte,Chinmay Hegde,Richard Baraniuk,,,,,,,,,,,,,,,18.7
3551,34,2008,Xinhua Zhang,Le Song,Arthur Gretton,Alex J. Smola,,,,,,,,,,,,,,,3.4
3552,91,2008,Daniel M. Roy,Yee W. Teh,,,,,,,,,,,,,,,,,9.1
3554,127,2008,Cédric Archambeau,Francis R. Bach,,,,,,,,,,,,,,,,,12.7
3556,166,2008,Zenglin Xu,Rong Jin,Irwin King,Michael Lyu,,,,,,,,,,,,,,,16.6
3557,23,2008,Elliot A. Ludvig,Richard S. Sutton,Eric Verbeek,E. J. Kehoe,,,,,,,,,,,,,,,2.3
3558,110,2008,Jurgen V. Gael,Yee W. Teh,Zoubin Ghahramani,,,,,,,,,,,,,,,,11.0
3561,179,2008,Vlad I. Morariu,Balaji V. Srinivasan,Vikas C. Raykar,Ramani Duraiswami,Larry S. Davis,,,,,,,,,,,,,,17.9
3563,345,2008,Peter Auer,Thomas Jaksch,Ronald Ortner,,,,,,,,,,,,,,,,34.5
3564,92,2008,Sham M. Kakade,Ambuj Tewari,,,,,,,,,,,,,,,,,9.2
3566,13,2008,Alex J. Smola,Julian J. Mcauley,Tibério S. Caetano,,,,,,,,,,,,,,,,1.3
3567,95,2008,Deepak Agarwal,Bee-chung Chen,Pradheep Elango,Nitin Motgi,Seung-taek Park,Raghu Ramakrishnan,Scott Roy,Joe Zachariah,,,,,,,,,,,9.5
3568,15,2008,Phil Long,Rocco Servedio,,,,,,,,,,,,,,,,,1.5
3571,1,2008,Mohak Shah,,,,,,,,,,,,,,,,,,0.1
3573,13,2008,Yuhong Guo,,,,,,,,,,,,,,,,,,1.3
3574,71,2008,Nicol N. Schraudolph,Dmitry Kamenetsky,,,,,,,,,,,,,,,,,7.1
3576,17,2008,Sharad Goel,John Langford,Alexander L. Strehl,,,,,,,,,,,,,,,,1.7
3577,49,2008,Ted Sandler,John Blitzer,Partha P. Talukdar,Lyle H. Ungar,,,,,,,,,,,,,,,4.9
3581,45,2008,Mark Herbster,Massimiliano Pontil,Sergio R. Galeano,,,,,,,,,,,,,,,,4.5
3585,17,2008,Marek Petrik,Bruno Scherrer,,,,,,,,,,,,,,,,,1.7
3586,20,2008,Patrice Bertail,Stéphan J. Clémençcon,Nicolas Vayatis,,,,,,,,,,,,,,,,2.0
3589,471,2008,Jens Kober,Jan R. Peters,,,,,,,,,,,,,,,,,47.1
3590,28,2009,Natasha Singh-miller,Michael Collins,,,,,,,,,,,,,,,,,3.111111111111111
3592,102,2009,Hamed Pirsiavash,Deva Ramanan,Charless C. Fowlkes,,,,,,,,,,,,,,,,11.333333333333334
3594,11,2009,Pierre-arnaud Coquelin,Romain Deguest,Rémi Munos,,,,,,,,,,,,,,,,1.2222222222222223
3595,36,2009,Shuheng Zhou,,,,,,,,,,,,,,,,,,4.0
3596,14,2009,Dimitris Margaritis,,,,,,,,,,,,,,,,,,1.5555555555555556
3600,53,2009,Mark Steyvers,Brent Miller,Pernille Hemmer,Michael D. Lee,,,,,,,,,,,,,,,5.888888888888889
3602,198,2009,Ilya Sutskever,Joshua B. Tenenbaum,Ruslan R. Salakhutdinov,,,,,,,,,,,,,,,,22.0
3603,23,2009,Zahi Karam,Douglas Sturim,William M. Campbell,,,,,,,,,,,,,,,,2.5555555555555554
3606,8,2009,Peter Sollich,Matthew Urry,Camille Coti,,,,,,,,,,,,,,,,0.8888888888888888
3608,21,2009,Kevin Waugh,Nolan Bard,Michael Bowling,,,,,,,,,,,,,,,,2.3333333333333335
3610,41,2009,Yongxin Xi,Uri Hasson,Peter J. Ramadge,Zhen J. Xiang,,,,,,,,,,,,,,,4.555555555555555
3612,19,2009,Xiaojin Zhu,Bryan R. Gibson,Timothy T. Rogers,,,,,,,,,,,,,,,,2.111111111111111
3613,20,2009,Kian M. Chai,,,,,,,,,,,,,,,,,,2.2222222222222223
3615,8,2009,Jacob Goldberger,Amir Leshem,,,,,,,,,,,,,,,,,0.8888888888888888
3616,5,2009,Ian Stevenson,Konrad Koerding,,,,,,,,,,,,,,,,,0.5555555555555556
3617,25,2009,Liam M. Dermed,Charles L. Isbell,,,,,,,,,,,,,,,,,2.7777777777777777
3618,1,2009,Arno Onken,Steffen Grünewälder,Klaus Obermayer,,,,,,,,,,,,,,,,0.1111111111111111
3619,85,2009,Masayuki Karasuyama,Ichiro Takeuchi,,,,,,,,,,,,,,,,,9.444444444444445
3620,5,2009,Sebastian Gerwinn,Philipp Berens,Matthias Bethge,,,,,,,,,,,,,,,,0.5555555555555556
3625,12,2009,Yang Wang,Gholamreza Haffari,Shaojun Wang,Greg Mori,,,,,,,,,,,,,,,1.3333333333333333
3626,47,2009,Sundeep Rangan,Alyson K. Fletcher,,,,,,,,,,,,,,,,,5.222222222222222
3629,59,2009,Bryan Russell,Alyosha Efros,Josef Sivic,Bill Freeman,Andrew Zisserman,,,,,,,,,,,,,,6.555555555555555
3631,3,2009,Charles Kemp,,,,,,,,,,,,,,,,,,0.3333333333333333
3632,34,2009,Elad Hazan,Satyen Kale,,,,,,,,,,,,,,,,,3.7777777777777777
3633,196,2009,Feng Zhou,Fernando Torre,,,,,,,,,,,,,,,,,21.77777777777778
3634,28,2009,Arnak Dalalyan,Renaud Keriven,,,,,,,,,,,,,,,,,3.111111111111111
3635,28,2009,Yusuke Fujiwara,Yoichi Miyawaki,Yukiyasu Kamitani,,,,,,,,,,,,,,,,3.111111111111111
3636,294,2009,Ian Goodfellow,Honglak Lee,Quoc V. Le,Andrew Saxe,Andrew Y. Ng,,,,,,,,,,,,,,32.666666666666664
3638,57,2009,Andrea Montanari,Jose A. Pereira,,,,,,,,,,,,,,,,,6.333333333333333
3639,2,2009,Jong K. Kim,Seungjin Choi,,,,,,,,,,,,,,,,,0.2222222222222222
3640,23,2009,Xiao-ming Wu,Anthony M. So,Zhenguo Li,Shuo-yen R. Li,,,,,,,,,,,,,,,2.5555555555555554
3642,22,2009,Zenglin Xu,Rong Jin,Jianke Zhu,Irwin King,Michael Lyu,Zhirong Yang,,,,,,,,,,,,,2.4444444444444446
3644,61,2009,Lei Shi,Thomas L. Griffiths,,,,,,,,,,,,,,,,,6.777777777777778
3646,563,2009,Maxim Raginsky,Svetlana Lazebnik,,,,,,,,,,,,,,,,,62.55555555555556
3648,98,2009,Christos Boutsidis,Petros Drineas,Michael W. Mahoney,,,,,,,,,,,,,,,,10.88888888888889
3649,68,2009,Marco Grzegorczyk,Dirk Husmeier,,,,,,,,,,,,,,,,,7.555555555555555
3651,23,2009,Arkadas Ozakin,Alexander G. Gray,,,,,,,,,,,,,,,,,2.5555555555555554
3653,29,2009,Bryan Conroy,Ben Singer,James Haxby,Peter J. Ramadge,,,,,,,,,,,,,,,3.2222222222222223
3654,36,2009,Novi Quadrianto,James Petterson,Alex J. Smola,,,,,,,,,,,,,,,,4.0
3655,572,2009,Sahand Negahban,Bin Yu,Martin J. Wainwright,Pradeep K. Ravikumar,,,,,,,,,,,,,,,63.55555555555556
3656,21,2009,Chenghui Cai,Xuejun Liao,Lawrence Carin,,,,,,,,,,,,,,,,2.3333333333333335
3657,12,2009,Eric Garcia,Maya Gupta,,,,,,,,,,,,,,,,,1.3333333333333333
3658,58,2009,Chong Wang,David M. Blei,,,,,,,,,,,,,,,,,6.444444444444445
3664,45,2009,Nan Ye,Wee S. Lee,Hai L. Chieu,Dan Wu,,,,,,,,,,,,,,,5.0
3667,24,2009,Adam Sanborn,Nick Chater,Katherine A. Heller,,,,,,,,,,,,,,,,2.6666666666666665
3668,52,2009,Sylvain Arlot,Francis R. Bach,,,,,,,,,,,,,,,,,5.777777777777778
3669,9,2009,Douglas Eck,Yoshua Bengio,Aaron C. Courville,,,,,,,,,,,,,,,,1.0
3670,862,2009,Honglak Lee,Peter Pham,Yan Largman,Andrew Y. Ng,,,,,,,,,,,,,,,95.77777777777777
3672,224,2009,Mingyuan Zhou,Haojun Chen,Lu Ren,Guillermo Sapiro,Lawrence Carin,John W. Paisley,,,,,,,,,,,,,24.88888888888889
3673,10,2009,Henning Sprekeler,Guillaume Hennequin,Wulfram Gerstner,,,,,,,,,,,,,,,,1.1111111111111112
3675,125,2009,Marc Lanctot,Kevin Waugh,Martin Zinkevich,Michael Bowling,,,,,,,,,,,,,,,13.88888888888889
3676,8,2009,Samory Kpotufe,,,,,,,,,,,,,,,,,,0.8888888888888888
3677,219,2009,Marius Leordeanu,Martial Hebert,Rahul Sukthankar,,,,,,,,,,,,,,,,24.333333333333332
3678,79,2009,Grzegorz Swirszcz,Naoki Abe,Aurelie C. Lozano,,,,,,,,,,,,,,,,8.777777777777779
3680,137,2009,Hamed Valizadegan,Rong Jin,Ruofei Zhang,Jianchang Mao,,,,,,,,,,,,,,,15.222222222222221
3681,15,2009,Wei Bian,Dacheng Tao,,,,,,,,,,,,,,,,,1.6666666666666667
3682,50,2009,Liang Sun,Jun Liu,Jianhui Chen,Jieping Ye,,,,,,,,,,,,,,,5.555555555555555
3683,7,2009,Zhihua Zhang,Guang Dai,,,,,,,,,,,,,,,,,0.7777777777777778
3684,24,2009,Parikshit Ram,Dongryeol Lee,Hua Ouyang,Alexander G. Gray,,,,,,,,,,,,,,,2.6666666666666665
3685,24,2009,Vijay Desai,Vivek Farias,Ciamac C. Moallemi,,,,,,,,,,,,,,,,2.6666666666666665
3687,33,2009,Sennay Ghebreab,Steven Scholte,Victor Lamme,Arnold Smeulders,,,,,,,,,,,,,,,3.6666666666666665
3688,19,2009,Cosmin Bejan,Matthew Titsworth,Andrew Hickl,Sanda Harabagiu,,,,,,,,,,,,,,,2.111111111111111
3689,46,2009,Raghu Meka,Prateek Jain,Inderjit S. Dhillon,,,,,,,,,,,,,,,,5.111111111111111
3691,480,2009,Mark Palatucci,Dean Pomerleau,Geoffrey E. Hinton,Tom M. Mitchell,,,,,,,,,,,,,,,53.333333333333336
3692,8,2009,Ofer Dekel,,,,,,,,,,,,,,,,,,0.8888888888888888
3694,312,2009,Vinod Nair,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,34.666666666666664
3695,16,2009,Jörg Lücke,Richard Turner,Maneesh Sahani,Marc Henniges,,,,,,,,,,,,,,,1.7777777777777777
3697,55,2009,Saketha N. Jagarlapudi,Dinesh G,Raman S,Chiranjib Bhattacharyya,Aharon Ben-tal,Ramakrishnan K.r.,,,,,,,,,,,,,6.111111111111111
3700,45,2009,Siamac Fazli,Cristian Grozea,Marton Danoczy,Benjamin Blankertz,Florin Popescu,Klaus-Robert Müller,,,,,,,,,,,,,5.0
3705,5,2009,Wenming Zheng,Zhouchen Lin,,,,,,,,,,,,,,,,,0.5555555555555556
3707,15,2009,Benjamin Culpepper,Bruno A. Olshausen,,,,,,,,,,,,,,,,,1.6666666666666667
3711,41,2009,Irina Rish,Benjamin Thyreau,Bertrand Thirion,Marion Plaze,Marie-laure Paillere-martinot,Catherine Martelli,Jean-luc Martinot,Jean-baptiste Poline,Guillermo A. Cecchi,,,,,,,,,,4.555555555555555
3712,24,2009,Elad Hazan,Satyen Kale,,,,,,,,,,,,,,,,,2.6666666666666665
3714,14,2009,Kyomin Jung,Pushmeet Kohli,Devavrat Shah,,,,,,,,,,,,,,,,1.5555555555555556
