index,citations,year,Author0,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,citations_average
3717,16,2009,Raman Arora,,,,,,,,,,,,,,,,,,1.7777777777777777
3719,564,2009,Lin Xiao,,,,,,,,,,,,,,,,,,62.666666666666664
3720,70,2009,Xiaolin Yang,Seyoung Kim,Eric P. Xing,,,,,,,,,,,,,,,,7.777777777777778
3722,12,2009,Andrew Frank,Padhraic Smyth,Alexander T. Ihler,,,,,,,,,,,,,,,,1.3333333333333333
3724,20,2009,Baback Moghaddam,Emtiyaz Khan,Kevin P. Murphy,Benjamin M. Marlin,,,,,,,,,,,,,,,2.2222222222222223
3726,532,2009,Hanna M. Wallach,David M. Mimno,Andrew McCallum,,,,,,,,,,,,,,,,59.111111111111114
3727,59,2009,Kuzman Ganchev,Ben Taskar,Fernando Pereira,João Gama,,,,,,,,,,,,,,,6.555555555555555
3728,10,2009,Marcus Hutter,,,,,,,,,,,,,,,,,,1.1111111111111112
3729,105,2009,Volkan Cevher,,,,,,,,,,,,,,,,,,11.666666666666666
3731,191,2009,Sundeep Rangan,Vivek Goyal,Alyson K. Fletcher,,,,,,,,,,,,,,,,21.22222222222222
3732,56,2009,Matthew Wilder,Matt Jones,Michael C. Mozer,,,,,,,,,,,,,,,,6.222222222222222
3733,23,2009,Anne Hsu,Thomas L. Griffiths,,,,,,,,,,,,,,,,,2.5555555555555554
3735,24,2009,Martin Allen,Shlomo Zilberstein,,,,,,,,,,,,,,,,,2.6666666666666665
3737,109,2009,Yiming Ying,Kaizhu Huang,Colin Campbell,,,,,,,,,,,,,,,,12.11111111111111
3739,117,2009,Tomasz Malisiewicz,Alyosha Efros,,,,,,,,,,,,,,,,,13.0
3741,53,2009,Yoshua Bengio,James S. Bergstra,,,,,,,,,,,,,,,,,5.888888888888889
3742,31,2009,Alessandro Perina,Marco Cristani,Umberto Castellani,Vittorio Murino,Nebojsa Jojic,,,,,,,,,,,,,,3.4444444444444446
3745,14,2009,Bangpeng Yao,Dirk Walther,Diane Beck,Li Fei-fei,,,,,,,,,,,,,,,1.5555555555555556
3746,39,2009,Kaushik Sinha,Mikhail Belkin,,,,,,,,,,,,,,,,,4.333333333333333
3748,20,2009,Wu-jun Li,Dit-Yan Yeung,Zhihua Zhang,,,,,,,,,,,,,,,,2.2222222222222223
3750,15,2009,Matthias Seeger,,,,,,,,,,,,,,,,,,1.6666666666666667
3752,1,2009,Charles Kemp,Alan Jern,Fei Xu,,,,,,,,,,,,,,,,0.1111111111111111
3754,83,2009,Barry Chai,Dirk Walther,Diane Beck,Li Fei-fei,,,,,,,,,,,,,,,9.222222222222221
3755,20,2009,Peter Carbonetto,Matthew King,Firas Hamze,,,,,,,,,,,,,,,,2.2222222222222223
3759,107,2009,Jing Gao,Feng Liang,Wei Fan,Yizhou Sun,Jiawei Han,,,,,,,,,,,,,,11.88888888888889
3760,5,2009,Umar Syed,Aleksandrs Slivkins,Nina Mishra,,,,,,,,,,,,,,,,0.5555555555555556
3762,55,2009,Mario Fritz,Gary Bradski,Sergey Karayev,Trevor Darrell,Michael J. Black,,,,,,,,,,,,,,6.111111111111111
3763,6,2009,Matthias Hein,,,,,,,,,,,,,,,,,,0.6666666666666666
3766,14,2009,Keith Bush,Joelle Pineau,,,,,,,,,,,,,,,,,1.5555555555555556
3767,84,2009,Kevin Briggman,Winfried Denk,Sebastian Seung,Moritz N. Helmstaedter,Srinivas C. Turaga,,,,,,,,,,,,,,9.333333333333334
3768,199,2009,Nino Shervashidze,Karsten M. Borgwardt,,,,,,,,,,,,,,,,,22.11111111111111
3769,13,2009,Ruben Coen-cagli,Peter Dayan,Odelia Schwartz,,,,,,,,,,,,,,,,1.4444444444444444
3770,371,2009,Geoffrey E. Hinton,Ruslan R. Salakhutdinov,,,,,,,,,,,,,,,,,41.22222222222222
3771,17,2009,Wolf Vanpaemel,,,,,,,,,,,,,,,,,,1.8888888888888888
3772,8,2009,Ricardo Henao,Ole Winther,,,,,,,,,,,,,,,,,0.8888888888888888
3773,19,2009,Varun Kanade,Adam Kalai,,,,,,,,,,,,,,,,,2.111111111111111
3774,133,2009,Rong Jin,Shijun Wang,Yang Zhou,,,,,,,,,,,,,,,,14.777777777777779
3776,16,2009,Theodore J. Perkins,,,,,,,,,,,,,,,,,,1.7777777777777777
3780,344,2009,Kurt Miller,Michael I. Jordan,Thomas L. Griffiths,,,,,,,,,,,,,,,,38.22222222222222
3781,62,2009,Ingo Steinwart,Andreas Christmann,,,,,,,,,,,,,,,,,6.888888888888889
3782,71,2009,Menachem Fromer,Amir Globerson,,,,,,,,,,,,,,,,,7.888888888888889
3783,49,2009,Yiming Ying,Colin Campbell,Mark Girolami,,,,,,,,,,,,,,,,5.444444444444445
3785,97,2009,Odalric Maillard,Rémi Munos,,,,,,,,,,,,,,,,,10.777777777777779
3786,33,2009,Ye Chen,Michael Kapralov,John Canny,Dmitry Y. Pavlov,,,,,,,,,,,,,,,3.6666666666666665
3790,54,2009,Bing Bai,Jason Weston,David Grangier,Ronan Collobert,Kunihiko Sadamasa,Yanjun Qi,Corinna Cortes,Mehryar Mohri,,,,,,,,,,,6.0
3792,34,2009,Zhirong Yang,Irwin King,Zenglin Xu,Erkki Oja,,,,,,,,,,,,,,,3.7777777777777777
3793,129,2009,Emily Fox,Michael I. Jordan,Erik B. Sudderth,Alan S. Willsky,,,,,,,,,,,,,,,14.333333333333334
3794,9,2009,Shobha Venkataraman,Avrim Blum,Dawn Song,Subhabrata Sen,Oliver Spatscheck,,,,,,,,,,,,,,1.0
3795,11,2009,David P. Wipf,Srikantan S. Nagarajan,,,,,,,,,,,,,,,,,1.2222222222222223
3796,22,2009,Daniel Zoran,Yair Weiss,,,,,,,,,,,,,,,,,2.4444444444444446
3797,90,2009,Paris Smaragdis,Madhusudana Shashanka,Bhiksha Raj,,,,,,,,,,,,,,,,10.0
3798,8,2009,Chunxiao Zhou,Huixia J. Wang,Yongmei M. Wang,,,,,,,,,,,,,,,,0.8888888888888888
3799,721,2009,Kai Yu,Tong Zhang,Yihong Gong,,,,,,,,,,,,,,,,80.11111111111111
3800,192,2009,Samy Bengio,Fernando Pereira,Yoram Singer,Dennis Strelow,,,,,,,,,,,,,,,21.333333333333332
3801,91,2009,Bernhard Nessler,Michael Pfeiffer,Wolfgang Maass,,,,,,,,,,,,,,,,10.11111111111111
3805,6,2009,Alexandre Bouchard-côté,Slav Petrov,Dan Klein,,,,,,,,,,,,,,,,0.6666666666666666
3806,31,2009,Jean Honorio,Dimitris Samaras,Nikos Paragios,Rita Goldstein,Luis E. Ortiz,,,,,,,,,,,,,,3.4444444444444446
3809,109,2009,Chong Wang,David M. Blei,,,,,,,,,,,,,,,,,12.11111111111111
3810,251,2009,Liefeng Bo,Cristian Sminchisescu,,,,,,,,,,,,,,,,,27.88888888888889
3814,1,2009,Arthur Choi,Adnan Darwiche,,,,,,,,,,,,,,,,,0.1111111111111111
3816,7,2009,Guy Shani,Christopher Meek,,,,,,,,,,,,,,,,,0.7777777777777778
3817,87,2009,Yee W. Teh,Dilan Gorur,,,,,,,,,,,,,,,,,9.666666666666666
3819,69,2009,Piyush Rai,Hal Daume,,,,,,,,,,,,,,,,,7.666666666666667
3821,24,2009,Pascal Germain,Alexandre Lacasse,Mario Marchand,Sara Shanian,François Laviolette,,,,,,,,,,,,,,2.6666666666666665
3823,1242,2009,Jonathan Chang,Sean Gerrish,Chong Wang,Jordan L. Boyd-graber,David M. Blei,,,,,,,,,,,,,,138.0
3825,42,2009,Zhi Yang,Qi Zhao,Edward Keefer,Wentai Liu,,,,,,,,,,,,,,,4.666666666666667
3826,19,2009,Nicolas Vayatis,Marine Depecker,Stéphan J. Clémençcon,,,,,,,,,,,,,,,,2.111111111111111
3827,71,2009,Kwang I. Kim,Florian Steinke,Matthias Hein,,,,,,,,,,,,,,,,7.888888888888889
3828,16,2009,Peilin Zhao,Steven C. Hoi,Rong Jin,,,,,,,,,,,,,,,,1.7777777777777777
3829,167,2009,Nir Ailon,Ragesh Jaiswal,Claire Monteleoni,,,,,,,,,,,,,,,,18.555555555555557
3830,95,2009,Gunhee Kim,Antonio Torralba,,,,,,,,,,,,,,,,,10.555555555555555
3831,62,2009,Harold Pashler,Nicholas Cepeda,Robert V. Lindsey,Ed Vul,Michael C. Mozer,,,,,,,,,,,,,,6.888888888888889
3832,18,2009,Liwei Wang,,,,,,,,,,,,,,,,,,2.0
3833,39,2009,Finale Doshi-velez,Shakir Mohamed,Zoubin Ghahramani,David A. Knowles,,,,,,,,,,,,,,,4.333333333333333
3834,249,2009,Corinna Cortes,Mehryar Mohri,Afshin Rostamizadeh,,,,,,,,,,,,,,,,27.666666666666668
3840,578,2009,Yoram Singer,John C. Duchi,,,,,,,,,,,,,,,,,64.22222222222223
3841,1216,2009,John Wright,Arvind Ganesh,Shankar Rao,Yigang Peng,Yi Ma,,,,,,,,,,,,,,135.11111111111111
3842,24,2009,Peter Orbanz,,,,,,,,,,,,,,,,,,2.6666666666666665
3844,45,2009,Marcel V. Gerven,Botond Cseke,Robert Oostenveld,Tom Heskes,,,,,,,,,,,,,,,5.0
3846,1,2009,Hongjing Lu,Matthew Weiden,Alan L. Yuille,,,,,,,,,,,,,,,,0.1111111111111111
3850,58,2009,Jie Luo,Barbara Caputo,Vittorio Ferrari,,,,,,,,,,,,,,,,6.444444444444445
3851,48,2009,Jake Bouvrie,Lorenzo Rosasco,Tomaso Poggio,,,,,,,,,,,,,,,,5.333333333333333
3852,116,2010,Andreas Krause,Pietro Perona,Ryan G. Gomes,,,,,,,,,,,,,,,,14.5
3855,131,2010,Alina Beygelzimer,Daniel J. Hsu,John Langford,Tong Zhang,,,,,,,,,,,,,,,16.375
3858,7,2010,Aman Dhesi,Purushottam Kar,,,,,,,,,,,,,,,,,0.875
3860,34,2010,Diederik P. Kingma,Yann L. Cun,,,,,,,,,,,,,,,,,4.25
3862,29,2010,Konrad Rawlik,Marc Toussaint,Sethu Vijayakumar,,,,,,,,,,,,,,,,3.625
3863,983,2010,Pranjal Awasthi,Reza B. Zadeh,,,,,,,,,,,,,,,,,122.875
3865,13,2010,Ronny Luss,Saharon Rosset,Moni Shahar,,,,,,,,,,,,,,,,1.625
3867,86,2010,Tamir Hazan,Joseph Keshet,David A. McAllester,,,,,,,,,,,,,,,,10.75
3868,10,2010,Jaldert Rombouts,Sander M. Bohte,,,,,,,,,,,,,,,,,1.25
3869,47,2010,Fuxin Li,Cristian Sminchisescu,,,,,,,,,,,,,,,,,5.875
3870,1108,2010,Matthew Hoffman,Francis R. Bach,David M. Blei,,,,,,,,,,,,,,,,138.5
3871,0,2010,Ji Liu,Peter Wonka,Jieping Ye,,,,,,,,,,,,,,,,0.0
3872,225,2010,Shibin Parameswaran,Kilian Q. Weinberger,,,,,,,,,,,,,,,,,28.125
3874,82,2010,Amir-massoud Farahmand,Csaba Szepesvári,Rémi Munos,,,,,,,,,,,,,,,,10.25
3875,49,2010,Koby Crammer,Daniel D. Lee,,,,,,,,,,,,,,,,,6.125
3876,49,2010,Jean Morales,Charles A. Micchelli,Massimiliano Pontil,,,,,,,,,,,,,,,,6.125
3877,211,2010,Alessandro Bergamo,Lorenzo Torresani,,,,,,,,,,,,,,,,,26.375
3878,28,2010,Wei Wang,Zhi-hua Zhou,,,,,,,,,,,,,,,,,3.5
3879,72,2010,Dmitry Pechyony,Vladimir Vapnik,,,,,,,,,,,,,,,,,9.0
3880,171,2010,Andrew Goldberg,Ben Recht,Junming Xu,Robert Nowak,Xiaojin Zhu,,,,,,,,,,,,,,21.375
3882,111,2010,Dávid Pál,Barnabás Póczos,Csaba Szepesvári,,,,,,,,,,,,,,,,13.875
3883,16,2010,Gowtham Bellala,Suresh Bhavnani,Clayton Scott,,,,,,,,,,,,,,,,2.0
3884,68,2010,Paolo Viappiani,Craig Boutilier,,,,,,,,,,,,,,,,,8.5
3885,33,2010,Mathieu Salzmann,Raquel Urtasun,,,,,,,,,,,,,,,,,4.125
3886,25,2010,Han Liu,Xi Chen,Larry Wasserman,John D. Lafferty,,,,,,,,,,,,,,,3.125
3890,382,2010,Prateek Jain,Raghu Meka,Inderjit S. Dhillon,,,,,,,,,,,,,,,,47.75
3891,147,2010,Julien Mairal,Rodolphe Jenatton,Francis R. Bach,Guillaume R. Obozinski,,,,,,,,,,,,,,,18.375
3893,42,2010,Francesco Orabona,Koby Crammer,,,,,,,,,,,,,,,,,5.25
3896,44,2010,Silvia Chiappa,Jan R. Peters,,,,,,,,,,,,,,,,,5.5
3899,81,2010,Dahua Lin,Eric Grimson,John W. Fisher,,,,,,,,,,,,,,,,10.125
3901,140,2010,Yangqing Jia,Mathieu Salzmann,Trevor Darrell,,,,,,,,,,,,,,,,17.5
3903,63,2010,Yung-kyun Noh,Byoung-tak Zhang,Daniel D. Lee,,,,,,,,,,,,,,,,7.875
3904,2,2010,Yang Xu,Charles Kemp,,,,,,,,,,,,,,,,,0.25
3905,71,2010,Oliver Stegle,Dominik Janzing,Kun Zhang,Joris M. Mooij,Bernhard Schölkopf,,,,,,,,,,,,,,8.875
3908,14,2010,Danny Bickson,Carlos Guestrin,,,,,,,,,,,,,,,,,1.75
3910,3,2010,Diane Hu,Laurens Maaten,Youngmin Cho,Sorin Lerner,Lawrence K. Saul,,,,,,,,,,,,,,0.375
3911,958,2010,Feiping Nie,Heng Huang,Xiao Cai,Chris H. Ding,,,,,,,,,,,,,,,119.75
3912,494,2010,Koray Kavukcuoglu,Pierre Sermanet,Y-lan Boureau,Karol Gregor,Michael Mathieu,Yann L. Cun,,,,,,,,,,,,,61.75
3914,47,2010,Alper Ayvaci,Michalis Raptis,Stefano Soatto,,,,,,,,,,,,,,,,5.875
3915,15,2010,Albert X. Jiang,Kevin Leyton-brown,,,,,,,,,,,,,,,,,1.875
3918,160,2010,Nathan Srebro,Ruslan R. Salakhutdinov,,,,,,,,,,,,,,,,,20.0
3919,5,2010,Paul Mckeigue,Jon Krohn,Amos J. Storkey,Felix V. Agakov,,,,,,,,,,,,,,,0.625
3920,32,2010,Jose Puertas,Joerg Bornschein,Joerg Luecke,,,,,,,,,,,,,,,,4.0
3923,13,2010,Yuzong Liu,Mohit Sharma,Charles Gaona,Jonathan Breshears,Jarod Roland,Zachary Freudenburg,Eric Leuthardt,Kilian Q. Weinberger,,,,,,,,,,,1.625
3925,8,2010,Ali Shojaie,George Michailidis,,,,,,,,,,,,,,,,,1.0
3926,49,2010,Kaiming Li,Lei Guo,Carlos Faraco,Dajiang Zhu,Fan Deng,Tuo Zhang,Xi Jiang,Degang Zhang,Hanbo Chen,Xintao Hu,Steve Miller,Tianming Liu,,,,,,,6.125
3927,4,2010,Matthew Urry,Peter Sollich,,,,,,,,,,,,,,,,,0.5
3928,34,2010,Morten Mørup,Kristoffer Madsen,Anne-marie Dogonowski,Hartwig Siebner,Lars K. Hansen,,,,,,,,,,,,,,4.25
3929,11,2010,Elaine Corbett,Eric Perreault,Konrad Koerding,,,,,,,,,,,,,,,,1.375
3930,253,2010,Sheng-jun Huang,Rong Jin,Zhi-hua Zhou,,,,,,,,,,,,,,,,31.625
3931,58,2010,Andreas Christmann,Ingo Steinwart,,,,,,,,,,,,,,,,,7.25
3933,7,2010,Hongjing Lu,Tungyou Lin,Alan Lee,Luminita Vese,Alan L. Yuille,,,,,,,,,,,,,,0.875
3935,14,2010,Akshat Kumar,Shlomo Zilberstein,,,,,,,,,,,,,,,,,1.75
3936,22,2010,Yu Zhang,Dit-Yan Yeung,,,,,,,,,,,,,,,,,2.75
3938,38,2010,Taehwan Kim,Gregory Shakhnarovich,Raquel Urtasun,,,,,,,,,,,,,,,,4.75
3939,25,2010,David Sontag,Ofer Meshi,Amir Globerson,Tommi S. Jaakkola,,,,,,,,,,,,,,,3.125
3941,918,2010,Li-jia Li,Hao Su,Li Fei-fei,Eric P. Xing,,,,,,,,,,,,,,,114.75
3942,18,2010,Alan Fern,Prasad Tadepalli,,,,,,,,,,,,,,,,,2.25
3943,79,2010,James Petterson,Tibério S. Caetano,,,,,,,,,,,,,,,,,9.875
3944,5,2010,Lauren Hannah,Warren Powell,David M. Blei,,,,,,,,,,,,,,,,0.625
3945,3,2010,Kritika Muralidharan,Nuno Vasconcelos,,,,,,,,,,,,,,,,,0.375
3949,24,2010,Chris Barber,Joseph Bockhorst,Paul Roebber,,,,,,,,,,,,,,,,3.0
3950,66,2010,Matthew Blaschko,Andrea Vedaldi,Andrew Zisserman,,,,,,,,,,,,,,,,8.25
3951,38,2010,Meihong Wang,Fei Sha,Michael I. Jordan,,,,,,,,,,,,,,,,4.75
3952,13,2010,Abdeslam Boularias,Brahim Chaib-draa,,,,,,,,,,,,,,,,,1.625
3953,6,2010,Hongbo Zhou,Qiang Cheng,,,,,,,,,,,,,,,,,0.75
3956,158,2010,Tian Lan,Yang Wang,Weilong Yang,Greg Mori,,,,,,,,,,,,,,,19.75
3959,100,2010,Fabian Triefenbach,Azarakhsh Jalalvand,Benjamin Schrauwen,Jean-pierre Martens,,,,,,,,,,,,,,,12.5
3961,278,2010,Ali Jalali,Sujay Sanghavi,Chao Ruan,Pradeep K. Ravikumar,,,,,,,,,,,,,,,34.75
3962,191,2010,Hado V. Hasselt,,,,,,,,,,,,,,,,,,23.875
3963,107,2010,Deqing Sun,Erik B. Sudderth,Michael J. Black,,,,,,,,,,,,,,,,13.375
3965,18,2010,Emanuel Todorov,,,,,,,,,,,,,,,,,,2.25
3966,92,2010,Stefan Harmeling,Hirsch Michael,Bernhard Schölkopf,,,,,,,,,,,,,,,,11.5
3967,48,2010,Manas Pathak,Shantanu Rane,Bhiksha Raj,,,,,,,,,,,,,,,,6.0
3968,28,2010,Chang Su,Sargur Srihari,,,,,,,,,,,,,,,,,3.5
3969,55,2010,William Brendel,Sinisa Todorovic,,,,,,,,,,,,,,,,,6.875
3971,96,2010,Ulrike V. Luxburg,Agnes Radl,Matthias Hein,,,,,,,,,,,,,,,,12.0
3972,86,2010,Pierre Garrigues,Bruno A. Olshausen,,,,,,,,,,,,,,,,,10.75
3973,2,2010,Bela Frigyik,Maya Gupta,Yihua Chen,,,,,,,,,,,,,,,,0.25
3974,21,2010,Georg Langs,Yanmei Tie,Laura Rigolo,Alexandra Golby,Polina Golland,,,,,,,,,,,,,,2.625
3975,70,2010,Huan Xu,Shie Mannor,,,,,,,,,,,,,,,,,8.75
3976,83,2010,Seunghak Lee,Jun Zhu,Eric P. Xing,,,,,,,,,,,,,,,,10.375
3977,49,2010,Alekh Agarwal,Martin J. Wainwright,John C. Duchi,,,,,,,,,,,,,,,,6.125
3978,19,2010,Yuanqing Lin,Tong Zhang,Shenghuo Zhu,Kai Yu,,,,,,,,,,,,,,,2.375
3979,76,2010,Abhay Jha,Vibhav Gogate,Alexandra Meliou,Dan Suciu,,,,,,,,,,,,,,,9.5
3980,12,2010,Alexandre Bouchard-côté,Michael I. Jordan,,,,,,,,,,,,,,,,,1.5
3981,16,2010,Atsushi Miyamae,Yuichi Nagata,Isao Ono,Shigenobu Kobayashi,,,,,,,,,,,,,,,2.0
3982,137,2010,Zoubin Ghahramani,Michael I. Jordan,Ryan P. Adams,,,,,,,,,,,,,,,,17.125
3984,24,2010,Issei Sato,Kenichi Kurihara,Hiroshi Nakagawa,,,,,,,,,,,,,,,,3.0
3987,373,2010,Victor Lempitsky,Andrew Zisserman,,,,,,,,,,,,,,,,,46.625
3988,26,2010,Eric Wang,Dehong Liu,Jorge Silva,Lawrence Carin,David B. Dunson,,,,,,,,,,,,,,3.25
3991,10,2010,Martha White,Adam White,,,,,,,,,,,,,,,,,1.25
3992,20,2010,Siwei Lyu,,,,,,,,,,,,,,,,,,2.5
3996,7,2010,Sivan Sabato,Nathan Srebro,Naftali Tishby,,,,,,,,,,,,,,,,0.875
3998,8,2010,Nikos Karampatziakis,,,,,,,,,,,,,,,,,,1.0
3999,14,2010,Tim Rogers,Chuck Kalish,Joseph Harrison,Xiaojin Zhu,Bryan R. Gibson,,,,,,,,,,,,,,1.75
4000,5,2010,Nicholas Fisher,Arunava Banerjee,,,,,,,,,,,,,,,,,0.625
4001,98,2010,Congcong Li,Adarsh Kowdle,Ashutosh Saxena,Tsuhan Chen,,,,,,,,,,,,,,,12.25
4002,2,2010,Odalric Maillard,Rémi Munos,,,,,,,,,,,,,,,,,0.25
4003,9,2010,Zeeshan Syed,John V. Guttag,,,,,,,,,,,,,,,,,1.125
4004,11,2010,Grégoire Montavon,Klaus-Robert Müller,Mikio L. Braun,,,,,,,,,,,,,,,,1.375
4005,58,2010,Deep Ganguli,Eero P. Simoncelli,,,,,,,,,,,,,,,,,7.25
4006,44,2010,Jenna Wiens,John V. Guttag,,,,,,,,,,,,,,,,,5.5
4007,10,2010,Xinhua Zhang,Ankan Saha,S.v.n. Vishwanathan,,,,,,,,,,,,,,,,1.25
4008,0,2010,Ken Takiyama,Masato Okada,,,,,,,,,,,,,,,,,0.0
4009,15,2010,David Pfau,Nicholas Bartlett,Frank Wood,,,,,,,,,,,,,,,,1.875
4014,24,2010,Pradeep Shenoy,Angela J. Yu,Rajesh P. Rao,,,,,,,,,,,,,,,,3.0
4015,56,2010,Satyen Kale,Lev Reyzin,Robert E. Schapire,,,,,,,,,,,,,,,,7.0
4016,14,2010,Aurel A. Lazar,Yevgeniy Slutskiy,,,,,,,,,,,,,,,,,1.75
4017,29,2010,Finale Doshi-velez,David Wingate,Nicholas Roy,Joshua B. Tenenbaum,,,,,,,,,,,,,,,3.625
4018,16,2010,Shinichi Nakajima,Masashi Sugiyama,Ryota Tomioka,,,,,,,,,,,,,,,,2.0
4021,3,2010,Yi-da Wu,Shi-jie Lin,Hsin Chen,,,,,,,,,,,,,,,,0.375
4022,5,2010,Sohan Seth,Park Il,Austin Brockmeier,Mulugeta Semework,John Choi,Joseph Francis,Jose Principe,,,,,,,,,,,,0.625
4024,397,2010,Andrew G. Wilson,Zoubin Ghahramani,,,,,,,,,,,,,,,,,49.625
4025,46,2010,Kun Gai,Guangyun Chen,Chang-shui Zhang,,,,,,,,,,,,,,,,5.75
4026,91,2010,Alex Kulesza,Ben Taskar,,,,,,,,,,,,,,,,,11.375
4027,12,2010,Ernesto D. Vito,Lorenzo Rosasco,Alessandro Toigo,,,,,,,,,,,,,,,,1.5
4028,54,2010,Peggy Series,David P. Reichert,Amos J. Storkey,,,,,,,,,,,,,,,,6.75
4029,13,2010,Ping Li,Arnd Konig,Wenhao Gui,,,,,,,,,,,,,,,,1.625
4034,13,2010,James Sharpnack,Aarti Singh,,,,,,,,,,,,,,,,,1.625
4035,28,2010,Jacob Bien,Ya Xu,Michael W. Mahoney,,,,,,,,,,,,,,,,3.5
4036,6,2010,Haefner Ralf,Matthias Bethge,,,,,,,,,,,,,,,,,0.75
4037,30,2010,Hariharan Narayanan,Alexander Rakhlin,,,,,,,,,,,,,,,,,3.75
4038,75,2010,George Konidaris,Scott Kuindersma,Roderic Grupen,Andrew G. Barto,,,,,,,,,,,,,,,9.375
4039,23,2010,Dirk Husmeier,Frank Dondelinger,Sophie Lebre,,,,,,,,,,,,,,,,2.875
4041,20,2010,Armand Joulin,Jean Ponce,Francis R. Bach,,,,,,,,,,,,,,,,2.5
4043,9,2010,Shuang Wu,Xuming He,Hongjing Lu,Alan L. Yuille,,,,,,,,,,,,,,,1.125
4044,51,2010,Javad Azimi,Alan Fern,Xiaoli Z. Fern,,,,,,,,,,,,,,,,6.375
4045,82,2010,Prateek Jain,Sudheendra Vijayanarasimhan,Kristen Grauman,,,,,,,,,,,,,,,,10.25
4046,52,2010,Margareta Ackerman,Shai Ben-David,David Loker,,,,,,,,,,,,,,,,6.5
4047,1,2010,Uwe Dick,Peter Haider,Thomas Vanck,Michael Brückner,Tobias Scheffer,,,,,,,,,,,,,,0.125
4048,36,2010,José Pereira,Morteza Ibrahimi,Andrea Montanari,,,,,,,,,,,,,,,,4.5
4049,56,2010,Stella X. Yu,,,,,,,,,,,,,,,,,,7.0
4050,467,2010,Huan Xu,Constantine Caramanis,Sujay Sanghavi,,,,,,,,,,,,,,,,58.375
4051,134,2010,Sarah Filippi,Olivier Cappe,Aurélien Garivier,Csaba Szepesvári,,,,,,,,,,,,,,,16.75
4053,17,2010,Justin Domke,,,,,,,,,,,,,,,,,,2.125
4055,169,2010,Hugo Larochelle,Geoffrey E. Hinton,,,,,,,,,,,,,,,,,21.125
4057,275,2010,George Dahl,Marc'aurelio Ranzato,Abdel-rahman Mohamed,Geoffrey E. Hinton,,,,,,,,,,,,,,,34.375
4060,40,2010,Nebojsa Jojic,Alessandro Perina,Vittorio Murino,,,,,,,,,,,,,,,,5.0
4061,199,2010,Rina Foygel,Mathias Drton,,,,,,,,,,,,,,,,,24.875
4063,59,2010,Gergely Neu,Andras Antos,András György,Csaba Szepesvári,,,,,,,,,,,,,,,7.375
4064,107,2010,Christos Boutsidis,Anastasios Zouzias,Petros Drineas,,,,,,,,,,,,,,,,13.375
4065,7,2010,Gilbert Leung,Novi Quadrianto,Kostas Tsioutsiouliklis,Alex J. Smola,,,,,,,,,,,,,,,0.875
4066,119,2010,Corinna Cortes,Yishay Mansour,Mehryar Mohri,,,,,,,,,,,,,,,,14.875
4068,19,2010,Yanjun Han,Qing Tao,Jue Wang,,,,,,,,,,,,,,,,2.375
4071,98,2010,Peter Stobbe,Andreas Krause,,,,,,,,,,,,,,,,,12.25
4072,37,2010,Surya Ganguli,Haim Sompolinsky,,,,,,,,,,,,,,,,,4.625
4073,65,2010,Shengbo Guo,Scott Sanner,Edwin V. Bonilla,,,,,,,,,,,,,,,,8.125
4074,3,2010,K. Wong,He Wang,Si Wu,Chi Fung,,,,,,,,,,,,,,,0.375
4075,178,2010,Gael Varoquaux,Alexandre Gramfort,Jean-baptiste Poline,Bertrand Thirion,,,,,,,,,,,,,,,22.25
4076,217,2010,Seth Myers,Jure Leskovec,,,,,,,,,,,,,,,,,27.125
4078,6,2010,Anton Chechetka,Carlos Guestrin,,,,,,,,,,,,,,,,,0.75
4079,4,2010,Han Liu,Xi Chen,,,,,,,,,,,,,,,,,0.5
4080,15,2010,Joseph L. Austerweil,Thomas L. Griffiths,,,,,,,,,,,,,,,,,1.875
4081,10,2010,America Chambers,Padhraic Smyth,Mark Steyvers,,,,,,,,,,,,,,,,1.25
4082,21,2010,Jan Gasthaus,Yee W. Teh,,,,,,,,,,,,,,,,,2.625
4084,40,2010,Vibhav Gogate,William Webb,Pedro Domingos,,,,,,,,,,,,,,,,5.0
4085,10,2010,Christoph Sawade,Niels Landwehr,Tobias Scheffer,,,,,,,,,,,,,,,,1.25
4087,233,2010,Abhinav Gupta,Martial Hebert,Takeo Kanade,David M. Blei,,,,,,,,,,,,,,,29.125
4089,8,2010,Michael C. Mozer,Harold Pashler,Matthew Wilder,Robert V. Lindsey,Matt Jones,Michael N. Jones,,,,,,,,,,,,,1.0
4090,1,2010,Peter Jones,Venkatesh Saligrama,Sanjoy Mitter,,,,,,,,,,,,,,,,0.125
4091,76,2010,Tao Qin,Xiubo Geng,Tie-yan Liu,,,,,,,,,,,,,,,,9.5
4095,4,2010,Leonid Karlinsky,Michael Dinerstein,Shimon Ullman,,,,,,,,,,,,,,,,0.5
4096,11,2010,Wei Chen,Tie-yan Liu,Zhi-ming Ma,,,,,,,,,,,,,,,,1.375
4097,67,2010,Yu Zhang,Dit-Yan Yeung,Qian Xu,,,,,,,,,,,,,,,,8.375
4098,8,2010,Fabian L. Wauthier,Michael I. Jordan,,,,,,,,,,,,,,,,,1.0
4099,72,2010,Alexander Rakhlin,Karthik Sridharan,Ambuj Tewari,,,,,,,,,,,,,,,,9.0
